"_id","timestamp._bsontype","timestamp.low_","timestamp.high_","last_config","production_metric.name","production_metric.cpu","production_metric.memory","production_metric.throughput","production_metric.process_time","production_metric.in_out","production_metric.errors","production_metric.objective","config_to_eval.daytrader-config-app.CONMGR1_MAX_POOL_SIZE","config_to_eval.daytrader-config-app.CONMGR3_MAX_POOL_SIZE","config_to_eval.daytrader-config-app.CONMGR4_MAX_POOL_SIZE","config_to_eval.daytrader-config-app.HTTP_MAX_KEEP_ALIVE_REQUESTS","config_to_eval.daytrader-config-app.HTTP_PERSIST_TIMEOUT","config_to_eval.daytrader-config-app.ORDER_PROCESSING_MODE","config_to_eval.daytrader-config-app.RUNTIME_MODE","config_to_eval.daytrader-config-jvm.-Xtune:virtualized","config_to_eval.daytrader-config-jvm.gc","config_to_eval.daytrader-service.cpu","config_to_eval.daytrader-service.memory","training_metric.name","training_metric.cpu","training_metric.memory","training_metric.throughput","training_metric.process_time","training_metric.in_out","training_metric.errors","training_metric.objective","production_workload.path","production_workload.value","training_workload.path","training_workload.value","best_loss","best_config.daytrader-config-app.CONMGR1_MAX_POOL_SIZE","best_config.daytrader-config-app.CONMGR3_MAX_POOL_SIZE","best_config.daytrader-config-app.CONMGR4_MAX_POOL_SIZE","best_config.daytrader-config-app.HTTP_MAX_KEEP_ALIVE_REQUESTS","best_config.daytrader-config-app.HTTP_PERSIST_TIMEOUT","best_config.daytrader-config-app.ORDER_PROCESSING_MODE","best_config.daytrader-config-app.RUNTIME_MODE","best_config.daytrader-config-jvm.-Xtune:virtualized","best_config.daytrader-config-jvm.gc","best_config.daytrader-service.cpu","best_config.daytrader-service.memory","update_production","tuned","update_production.daytrader-config-app.CONMGR1_MAX_POOL_SIZE","update_production.daytrader-config-app.CONMGR3_MAX_POOL_SIZE","update_production.daytrader-config-app.CONMGR4_MAX_POOL_SIZE","update_production.daytrader-config-app.HTTP_MAX_KEEP_ALIVE_REQUESTS","update_production.daytrader-config-app.HTTP_PERSIST_TIMEOUT","update_production.daytrader-config-app.ORDER_PROCESSING_MODE","update_production.daytrader-config-app.RUNTIME_MODE","update_production.daytrader-config-jvm.-Xtune:virtualized","update_production.daytrader-config-jvm.gc","update_production.daytrader-service.cpu","update_production.daytrader-service.memory","last_config.daytrader-config-app.CONMGR1_MAX_POOL_SIZE","last_config.daytrader-config-app.CONMGR3_MAX_POOL_SIZE","last_config.daytrader-config-app.CONMGR4_MAX_POOL_SIZE","last_config.daytrader-config-app.HTTP_MAX_KEEP_ALIVE_REQUESTS","last_config.daytrader-config-app.HTTP_PERSIST_TIMEOUT","last_config.daytrader-config-app.ORDER_PROCESSING_MODE","last_config.daytrader-config-app.RUNTIME_MODE","last_config.daytrader-config-jvm.-Xtune:virtualized","last_config.daytrader-config-jvm.gc","last_config.daytrader-service.cpu","last_config.daytrader-service.memory","training_workload"
"ObjectId(""5f77b6da112840a10d3fe4be"")","Long",-523086980,372920444,"{}","daytrader-service",1.8264824001575573,3179655168,677.0461538461539,0.13544516992600014,null,0.00045804011825763036,-33.3065210567378,"1500","1750","3750","2000","45","0","2",true,"-Xgcpolicy:optthruput",8,8192,"daytrader-servicesmarttuning",3.6266221141892867,3832545280,774.3641025641025,0.13770637388229579,null,0.00010925886072806131,-31.555404892862658,"[""/daytrader/app?action=update_profile"",""/daytrader/register\_faces"",""/daytrader/app?action=accountio"",""/daytrader/app?action=register"",""/daytrader/app?action=portfoliombols=s%3A836"",""/daytrader/app"",""/daytrader/app?action=buy"",""/daytrader/app?action=portfoliombols=s%3A258"",""/daytrader/register\_jsp"",""/daytrader/account\_faces"",""/daytrader/app?action=accountsymbols=s%3A579"",""/daytrader/app?action=quotes"",""/daytrader/portfolio\_faces"",""/daytrader/tradehome\_fac"",""/daytrader/tradehome\_faces"",""/daytrader/app?action=accountbol=s%3A755"",""/daytrader/app?action=quot"",""/daytrader/welcome\_faces"",""/daytrader/portfolio\_fac"",""/daytrader/quote\_faceses"",""/daytrader/app?action=homees"",""/daytrader/register\_jspogout"",""/daytrader/app?action=account"",""/daytrader/app?action=accountsymbols=s%3A183"",""/daytrader/app?action=portfolio"",""/daytrader/app?action=sell"",""/daytrader/rest/quotes"",""/daytrader/welcome\_faceses"",""/daytrader/app?action=home"",""/daytrader/app?action=logouter"",""/daytrader/quote\_faces"",""/daytrader/rest/quoteses"",""/daytrader/welcome\_fac"",""/daytrader/account\_fac"",""/daytrader/app?action=logout""]","[0.004394913861959578,0.0048945939909679015,0,0.0022372042139690873,0,0.01224973407174952,0.013324803440221977,0,0.0022069205697867644,0.03671891857106624,0,0.09520420639817691,0.05372697023496321,0.0000037854555227903336,0.0728018806143037,0,0,0.33562984301715937,0,0.000026498188659532335,0,0,0.030011091384681766,0,0.05159197332010946,0.004239710185525174,0.01245793412550299,0.00003785455522790334,0.04108733424436628,0,0.21299622590084374,0,0.00005678183284185501,0,0.014100821822393994]","[""/daytrader/register\_jsp"",""/daytrader/app?action=accountsymbols=s%3A900"",""/daytrader/app?action=buy"",""/daytrader/app?action=logo"",""/daytrader/app?action=portfoliol=s%3A746"",""/daytrader/app?action=portfoliombols=s%3A821"",""/daytrader/app?action=accountio"",""/daytrader/portfolio\_fac"",""/daytrader/quote\_faceses"",""/daytrader/app?action=homesymbol=s%3A866"",""/daytrader/app?action=portfoliombols=s%3A297"",""/daytrader/app?action=quotes"",""/daytrader/welcome\_faceses"",""/daytrader/account\_faces"",""/daytrader/portfolio\_faces"",""/daytrader/quote\_faces"",""/daytrader/register\_faces"",""/daytrader/tradehome\_faces"",""/daytrader/app?action=accountsymbols=s%3A791"",""/daytrader/app?action=homees"",""/daytrader/app?action=quot"",""/daytrader/app?action=sell"",""/daytrader/register\_face"",""/daytrader/app?action=update_profile"",""/daytrader/appcome\_faces"",""/daytrader/rest/quotes"",""/daytrader/app?action=acco"",""/daytrader/app?action=accountsymbols=s%3A357"",""/daytrader/app?action=logout"",""/daytrader/app?action=port"",""/daytrader/app?action=portfoliombols=s%3A776"",""/daytrader/welcome\_faces"",""/daytrader/app"",""/daytrader/app?action=home"",""/daytrader/app?action=portfolio"",""/daytrader/app?action=register"",""/daytrader/tradehome\_fac"",""/daytrader/welcome\_fac"",""/daytrader/app?action=account"",""/daytrader/app?action=accountsymbols=s%3A94"",""/daytrader/app?action=homefolio"",""/daytrader/app?action=logoutlio"",""/daytrader/app?action=portfol""]","[0.0026189017829059548,0,0.015259820881685896,0,0,0,0,0.000003310874567517009,0.000003310874567517009,0,0,0.11129504858708426,0.000013243498270068036,0.03873723243994901,0.05718211465558627,0.22710281920969422,0.0046716440147665005,0.07501448507623289,0,0,0,0.0077805552336649726,0,0.00530402105716225,0,0.01298856092836923,0,0,0.015584286589302564,0,0,0.2692303872067807,0.012614432102239807,0.047438210803383715,0.0594268876123628,0.0025990365355008527,0.000003310874567517009,0.000019865247405102058,0.035108513913950375,0,0,0,0]",-31.555404892862658,1500,1750,3750,2000,45,"0","2",true,"-Xgcpolicy:optthruput",8,8192,"{}",false,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5f77bb8e112840a10d3fe4bf"")","Long",248542218,372920725,"{}","daytrader-service",0.3097985088742917,4472700928,0.0026666666666666666,0.11067745400505263,null,0.9999943741302966,-0.00009345635529783905,"4000","2500","2250","250","35","1","0",true,"-Xgcpolicy:optavgpause",8,1024,"daytrader-servicesmarttuning",0.018242727309195066,1025744896,0,0,null,0,0,"[""/daytrader/app?action=portfoliombols=s%3A836"",""/daytrader/quote\_faces"",""/daytrader/app?action=homeunt"",""/daytrader/app?action=portfolio"",""/daytrader/app?action=update_profile"",""/daytrader/app?action=portfoliombols=s%3A306"",""/daytrader/tradehome\_faces"",""/daytrader/tradehome\_f"",""/daytrader/account\_faces"",""/daytrader/app?action=accountio"",""/daytrader/app?action=home"",""/daytrader/app?action=accountsymbols=s%3A183"",""/daytrader/app?action=portfoliombols=s%3A258"",""/daytrader/portfolio\_faces"",""/daytrader/rest/quotes"",""/daytrader/app?action=portfoliol=s%3A493"",""/daytrader/account\_fac"",""/daytrader/app?action="",""/daytrader/app?action=account"",""/daytrader/quote\_facesaces"",""/daytrader/quote\_faceses"",""/daytrader/register\_jsp"",""/daytrader/account\_faceses"",""/daytrader/app?action=port"",""/daytrader/portfolio\_fac"",""/daytrader/app?action=sell"",""/daytrader/welcome\_fac"",""/daytrader/welcome\_faceses"",""/daytrader/app?action=accountbol=s%3A755"",""/daytrader/app?action=quot"",""/daytrader/app?action=quotes"",""/daytrader/app?action=logouter"",""/daytrader/app?action=register"",""/daytrader/tradehome\_fac"",""/daytrader/welcome\_faces"",""/daytrader/app?action=accountsymbols=s%3A579"",""/daytrader/app?action=buy"",""/daytrader/app?action=logout"",""/daytrader/register\_jspogout"",""/daytrader/rest/quoteses"",""/daytrader/app"",""/daytrader/app?action=homees"",""/daytrader/register\_faces""]","[0,0.3371054514987943,0,0.08381128667720124,0,0,0.11152058181722521,0,0.05837808594918338,0,0.06660093243907159,0,0,0.08529896319012355,0.018052474149403877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15473994634244553,0,0,0,0.036687044194673224,0,0,0.021959711979417477,0,0,0.018466267938389493,0,0.007379253824071008]","[""/daytrader/portfolio\_faces"",""/daytrader/welcome\_fac"",""/daytrader/app?action=portfoliombols=s%3A940"",""/daytrader/app?action=register"",""/daytrader/app?action=sell"",""/daytrader/app?action=update_profile"",""/daytrader/tradehome\_faces"",""/daytrader/app?action=account"",""/daytrader/app?action=buy"",""/daytrader/app?action=quotes"",""/daytrader/rest/quotes"",""/daytrader/app?action=logout"",""/daytrader/quote\_faces"",""/daytrader/register\_faces"",""/daytrader/register\_jsp"",""/daytrader/welcome\_faces"",""/daytrader/welcome\_faceses"",""/daytrader/account\_faces"",""/daytrader/app"",""/daytrader/app?action=home"",""/daytrader/app?action=portfolio""]","[null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null]",-31.555404892862658,1500,1750,3750,2000,45,"0","2",true,"-Xgcpolicy:optthruput",8,8192,"{}",false,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5f77c042112840a10d3fe4c0"")","Long",2132667126,372921005,"{}","daytrader-service",0.09839362948888566,876855296,0,0,null,0,0,"3250","2000","1000","3500","40","1","1",true,"-Xgcpolicy:optthruput",16,8192,"daytrader-servicesmarttuning",1.704375497528955,1865625600,231.2974358974359,0.8054831832724382,null,0.005918312819544826,-19.365178426947843,"[""/daytrader/account\_faceses"",""/daytrader/app?action=accountio"",""/daytrader/app?action=logouter"",""/daytrader/app?action=quot"",""/daytrader/portfolio\_fac"",""/daytrader/register\_jsp"",""/daytrader/welcome\_faceses"",""/daytrader/app?action=homeunt"",""/daytrader/tradehome\_f"",""/daytrader/app?action=accountsymbols=s%3A579"",""/daytrader/app?action=buy"",""/daytrader/register\_jspogout"",""/daytrader/tradehome\_fac"",""/daytrader/app?action=portfoliombols=s%3A306"",""/daytrader/app?action=account"",""/daytrader/app?action=port"",""/daytrader/app?action=portfoliol=s%3A493"",""/daytrader/account\_fac"",""/daytrader/app?action=homees"",""/daytrader/app?action=logout"",""/daytrader/register\_faces"",""/daytrader/rest/quoteses"",""/daytrader/app?action=update_profile"",""/daytrader/rest/quotes"",""/daytrader/account\_faces"",""/daytrader/app"",""/daytrader/app?action="",""/daytrader/app?action=portfolio"",""/daytrader/app?action=register"",""/daytrader/app?action=accountbol=s%3A755"",""/daytrader/app?action=accountsymbols=s%3A183"",""/daytrader/app?action=home"",""/daytrader/app?action=quotes"",""/daytrader/app?action=sell"",""/daytrader/quote\_faces"",""/daytrader/quote\_faceses"",""/daytrader/welcome\_faces"",""/daytrader/quote\_facesaces"",""/daytrader/app?action=portfoliombols=s%3A258"",""/daytrader/app?action=portfoliombols=s%3A836"",""/daytrader/portfolio\_faces"",""/daytrader/tradehome\_faces"",""/daytrader/welcome\_fac""]","[null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null]","[""/daytrader/app?action=update_profile"",""/daytrader/tradehome\_faces"",""/daytrader/welcome\_faces"",""/daytrader/app"",""/daytrader/app?action=portfolio"",""/daytrader/app?action=register"",""/daytrader/portfolio\_faces"",""/daytrader/register\_jsp"",""/daytrader/app?action=account"",""/daytrader/app?action=buy"",""/daytrader/app?action=home"",""/daytrader/app?action=quot"",""/daytrader/register\_faces"",""/daytrader/account\_faces"",""/daytrader/app?action=homees"",""/daytrader/app?action=logout"",""/daytrader/rest/quotes"",""/daytrader/app?action=quotes"",""/daytrader/app?action=sell"",""/daytrader/quote\_faces""]","[0.007185123606859253,0.0999856234433037,0.0337877131574087,0.017125279271563314,0.07915758108599696,0.003438280008190318,0.07439688569004113,0.0034493001364216966,0.04659310216227135,0.01970398927770605,0.06246208681545744,0,0.006976245070418149,0.05007546268338719,0,0.02057457940798501,0.016794675424621937,0.14460612265215816,0.0198362308164826,0.293851719289727]",-19.365178426947843,"3250","2000","1000","3500","40","1","1",true,"-Xgcpolicy:optthruput",16,8192,,"best","3250","2000","1000","3500","40","1","1",true,"-Xgcpolicy:optthruput",16,8192,,,,,,,,,,,,
"ObjectId(""5f77c4f6112840a10d3fe4c1"")","Long",-1206918183,372921285,,"daytrader-service",1.5991220533087005,1906278400,190.448,0.9757125532601788,null,0.006261479378861243,-15.60992558451065,"1500","250","1500","3750","30","2","1",false,"-Xgcpolicy:optavgpause",16,512,"daytrader-servicesmarttuning",0.015034700124288243,274321408,0,0,null,0,0,"[""/daytrader/welcome\_faces"",""/daytrader/app?action=logout"",""/daytrader/app?action=logoutt"",""/daytrader/rest/quotes"",""/daytrader/tradehome\_f"",""/daytrader/app?action=portfoliombols=s%3A808"",""/daytrader/register\_faces"",""/daytrader/app?action=homees"",""/daytrader/app?action=homefolio"",""/daytrader/register\_jsp"",""/daytrader/tradehome\_faces"",""/daytrader/account\_faces"",""/daytrader/app?action=portfolio"",""/daytrader/app?action=register"",""/daytrader/portfolio\_faces"",""/daytrader/quote\_faces"",""/daytrader/app?action=buy"",""/daytrader/app?action=home"",""/daytrader/app?action=quot"",""/daytrader/app?action=update_profile"",""/daytrader/quote\_facesaces"",""/daytrader/app?action=account"",""/daytrader/app?action=portfol"",""/daytrader/app?action=sell"",""/daytrader/account\_faceses"",""/daytrader/app"",""/daytrader/app?action=portfoliombols=s%3A220"",""/daytrader/app?action=quotes""]","[0.03443813658373684,0.019716702844103068,0,0.01810263260421884,0,0,0.006929370512606442,0,0,0.0032142260811487714,0.10323092335949237,0.05210942283074523,0.07321756553681746,0.0032142260811487714,0.07641787721934655,0.30973451327433615,0.019702788445483378,0.05991540045639225,0,0.006595424945733843,0,0.044066900428563455,0,0.01786608782768408,0,0.016488562364334606,0,0.13503923860410746]",,,-19.365178426947843,3250,2000,1000,3500,40,"1","1",true,"-Xgcpolicy:optthruput",16,8192,,false,"3250","2000","1000","3500","40","1","1",true,"-Xgcpolicy:optthruput",16,8192,"3250","2000","1000","3500","40","1","1",true,"-Xgcpolicy:optthruput",16,8192,"{}"
"ObjectId(""5f77c9aa112840a10d3fe4c2"")","Long",309509190,372921566,,"daytrader-service",1.6303469848285777,3123339264,219.08205128205128,0.4109810218185712,null,0.0038822500728650533,-10.9742275373455,"3000","250","4000","500","15","0","1",true,"-Xgcpolicy:optavgpause",8,8192,"daytrader-servicesmarttuning",0.3200177567223587,1140924416,84.31466666666667,1.2429545547859056,null,0.028244767495466692,-11.573687230213153,"[""/daytrader/tradehome\_f"",""/daytrader/app"",""/daytrader/app?action=homefolio"",""/daytrader/app?action=portfoliombols=s%3A808"",""/daytrader/app?action=register"",""/daytrader/quote\_faceses"",""/daytrader/app?action=sell"",""/daytrader/quote\_facesaces"",""/daytrader/app?action=home"",""/daytrader/app?action=logout"",""/daytrader/app?action=quot"",""/daytrader/app?action=quotes"",""/daytrader/register\_jsp"",""/daytrader/account\_faceses"",""/daytrader/app?action=homees"",""/daytrader/app?action=logoutt"",""/daytrader/app?action=portfol"",""/daytrader/welcome\_faces"",""/daytrader/app?action=portfolio"",""/daytrader/rest/quotes"",""/daytrader/tradehome\_faces"",""/daytrader/app?action=portfoliombols=s%3A220"",""/daytrader/portfolio\_fac"",""/daytrader/account\_faces"",""/daytrader/app?action=update_profile"",""/daytrader/portfolio\_faces"",""/daytrader/quote\_faces"",""/daytrader/register\_faces"",""/daytrader/app?action=account"",""/daytrader/app?action=buy""]","[0,0.015773826872631885,0,0,0.0030661614689594867,0,0.013313902652287962,0,0.058385310405129696,0.01883998834159137,0,0.13459632760128243,0.003054503060332264,0,0,0,0.000011658408627222382,0.13247449723112795,0.072503643252696,0.01613523754007578,0.08721655494025064,0,0,0.044593412999125615,0.005992422034392306,0.06621976100262314,0.26174293208976973,0.00523462547362285,0.04250655785485281,0.01833867677062081]","[""/daytrader/app?action=homees"",""/daytrader/app?action=sell"",""/daytrader/tradehome\_faces"",""/daytrader/register\_faces"",""/daytrader/account\_faces"",""/daytrader/app?action=logout"",""/daytrader/app?action=register"",""/daytrader/quote\_faces"",""/daytrader/register\_jsp"",""/daytrader/rest/quotes"",""/daytrader/app?action=buy"",""/daytrader/app?action=home"",""/daytrader/app?action=quotes"",""/daytrader/app?action=update_profile"",""/daytrader/portfolio\_faces"",""/daytrader/welcome\_faces"",""/daytrader/app"",""/daytrader/app?action=account"",""/daytrader/app?action=portfolio""]","[0,0.0009220272305375416,0.07293235393551953,0.005101884008974397,0.037680179487967536,0.011310200694593844,0.0018440544610750832,0.21154378092632997,0.0021206626302363455,0.008328979315855793,0.010634047392199647,0.03515997172449826,0.08043150874389154,0.0035959061990964124,0.05273995758674738,0.38669822048744484,0.009035866859267909,0.027445677229000823,0.04247472108676275]",-11.573687230213153,"3000","250","4000","500","15","0","1",true,"-Xgcpolicy:optavgpause",8,8192,,"best","3000","250","4000","500","15","0","1",true,"-Xgcpolicy:optavgpause",8,8192,"3250","2000","1000","3500","40","1","1",true,"-Xgcpolicy:optthruput",16,8192,
"ObjectId(""5f77ce5d112840a10d3fe4c3"")","Long",571349267,372921846,,"daytrader-service",0.3360544719441828,662253568,65.35384615384615,1.4560496126797176,null,0.03688029020556227,-15.44043778301893,"2250","3000","500","3500","20","1","0",false,"-Xgcpolicy:metronome",2,512,"daytrader-servicesmarttuning",0.30919456029236125,1078005760,65.128,1.5244168479417726,null,0.03846456692913385,-9.461513868680484,"[""/daytrader/app?action=account"",""/daytrader/app?action=portfolio"",""/daytrader/app?action=register"",""/daytrader/welcome\_faces"",""/daytrader/app?action=buy"",""/daytrader/app?action=quotes"",""/daytrader/rest/quotes"",""/daytrader/quote\_faces"",""/daytrader/account\_faces"",""/daytrader/tradehome\_faces"",""/daytrader/welcome\_fac"",""/daytrader/app?action=home"",""/daytrader/register\_faces"",""/daytrader/register\_jsp"",""/daytrader/tradehome\_fac"",""/daytrader/app"",""/daytrader/app?action=logout"",""/daytrader/app?action=update_profile"",""/daytrader/quote\_faceses"",""/daytrader/portfolio\_faces""]","[0.024297158403869406,0.041943772672309546,0.0021160822249093104,0.3931756348246674,0.010467049576783554,0.07735036275695283,0.011298367593712211,0.20926541717049574,0.03487756952841596,0.07372279322853688,0,0.03245918984280532,0.005139056831922612,0.0019271463119709795,0,0.012205259975816202,0.012734280532043531,0.0036653567110036273,0,0.05335550181378476]","[""/daytrader/app?action=account"",""/daytrader/app?action=buy"",""/daytrader/app?action=logout"",""/daytrader/app?action=portfol"",""/daytrader/welcome\_faces"",""/daytrader/app"",""/daytrader/app?action=acco"",""/daytrader/app?action=homees"",""/daytrader/app?action=register"",""/daytrader/app?action=sell"",""/daytrader/portfolio\_faces"",""/daytrader/quote\_faces"",""/daytrader/app?action=home"",""/daytrader/app?action=quotes"",""/daytrader/app?action=update_profile"",""/daytrader/register\_faces"",""/daytrader/register\_jsp"",""/daytrader/rest/quotes"",""/daytrader/tradehome\_fac"",""/daytrader/tradehome\_faces"",""/daytrader/account\_faces"",""/daytrader/app?action=portfolio"",""/daytrader/welcome\_faceses""]","[0.03578740157480314,0.01507874015748031,0.01578740157480315,0,0.35161417322834637,0.011771653543307083,0,0,0.002913385826771653,0,0.04598425196850393,0.18507874015748027,0.04720472440944881,0.11086614173228344,0.005511811023622046,0.004173228346456692,0.0024409448818897626,0.012125984251968503,0,0.06559055118110235,0.030629921259842516,0.05744094488188975,0]",-11.573687230213153,3000,250,4000,500,15,"0","1",true,"-Xgcpolicy:optavgpause",8,8192,,false,"3000","250","4000","500","15","0","1",true,"-Xgcpolicy:optavgpause",8,8192,"3000","250","4000","500","15","0","1",true,"-Xgcpolicy:optavgpause",8,8192,
"ObjectId(""5f77d30f112840a10d3fe4c4"")","Long",708502032,372922126,,"daytrader-service",0.4228572211313953,871759872,108.36923076923078,1.7628949044901112,null,0.033899467392049736,-19.451923911542664,"2000","1000","1250","2250","35","0","0",true,"-Xgcpolicy:metronome",2,8192,"daytrader-servicesmarttuning",0.03579652128013641,5731418112,0,0,null,0,0,"[""/daytrader/portfolio\_faces"",""/daytrader/app"",""/daytrader/tradehome\_faces"",""/daytrader/app?action=account"",""/daytrader/app?action=logout"",""/daytrader/portfolio\_fac"",""/daytrader/quote\_faceses"",""/daytrader/welcome\_faces"",""/daytrader/app?action=update_profile"",""/daytrader/quote\_facesp"",""/daytrader/register\_faces"",""/daytrader/app?action=buy"",""/daytrader/app?action=portfolio"",""/daytrader/app?action=portfoliol=s%3A583"",""/daytrader/app?action=quotes"",""/daytrader/app?action=register"",""/daytrader/register\_jsp"",""/daytrader/rest/quotes"",""/daytrader/quote\_faces"",""/daytrader/welcome\_faceses"",""/daytrader/welcome\_fac"",""/daytrader/app?action=accountsymbols=s%3A665"",""/daytrader/app?action=home"",""/daytrader/app?action=port"",""/daytrader/tradehome\_fac"",""/daytrader/account\_faces""]","[0.05019772784419501,0.01078931126705831,0.06706745605412942,0.03026493245251102,0.012915171326033783,0.000022858710311564213,0.00009143484124625685,0.3728712826022355,0.004777470455116921,0,0.004137426566393123,0.012275127437309984,0.05006057558232563,0,0.09470363682081054,0.001691544563055752,0.002103001348663908,0.011017898370173952,0.19987656296431752,0.00009143484124625685,0.0001371522618693853,0,0.04087137403707682,0.000022858710311564213,0.000045717420623128426,0.03396804352298443]","[""/daytrader/register\_jsp"",""/daytrader/rest/quotes"",""/daytrader/app?action=account"",""/daytrader/app?action=buy"",""/daytrader/app?action=quotes"",""/daytrader/app?action=update_profile"",""/daytrader/register\_faces"",""/daytrader/account\_faces"",""/daytrader/app"",""/daytrader/app?action=home"",""/daytrader/tradehome\_faces"",""/daytrader/quote\_faces"",""/daytrader/app?action=register"",""/daytrader/quote\_facesaces"",""/daytrader/app?action=logout"",""/daytrader/app?action=portfolio"",""/daytrader/welcome\_faces"",""/daytrader/portfolio\_faces""]","[null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null]",-11.573687230213153,3000,250,4000,500,15,"0","1",true,"-Xgcpolicy:optavgpause",8,8192,,false,"3000","250","4000","500","15","0","1",true,"-Xgcpolicy:optavgpause",8,8192,"3000","250","4000","500","15","0","1",true,"-Xgcpolicy:optavgpause",8,8192,
"ObjectId(""5f77d7c2112840a10d3fe4c5"")","Long",905861218,372922406,,"daytrader-service",0.4121689597601344,812957696,85.94102564102563,1.1832399598898662,null,0.03132857431866131,-16.540405533566148,"500","2250","2750","3000","40","0","1",true,"-Xgcpolicy:metronome",4,2048,"daytrader-servicesmarttuning",0.34789044932195434,938754048,51.43333333333333,1.7154345201482417,null,0.04202683986818854,-8.577375886048594,"[""/daytrader/app?action=account"",""/daytrader/app?action=home"",""/daytrader/app?action=logout"",""/daytrader/app?action=quotes"",""/daytrader/register\_faces"",""/daytrader/app?action=buy"",""/daytrader/app?action=portfolio"",""/daytrader/app?action=register"",""/daytrader/quote\_facesp"",""/daytrader/welcome\_faces"",""/daytrader/account\_faces"",""/daytrader/portfolio\_faces"",""/daytrader/quote\_faces"",""/daytrader/tradehome\_faces"",""/daytrader/app?action=accountsymbols=s%3A665"",""/daytrader/app?action=update_profile"",""/daytrader/portfolio\_fac"",""/daytrader/quote\_faceses"",""/daytrader/register\_jsp"",""/daytrader/tradehome\_fac"",""/daytrader/app?action=port"",""/daytrader/app?action=portfoliol=s%3A583"",""/daytrader/rest/quotes"",""/daytrader/welcome\_fac"",""/daytrader/welcome\_faceses"",""/daytrader/app""]","[0.02476807028698592,0.03355394352764371,0.011675963122453106,0.07566255310540158,0.004653044709690471,0.009855206496922054,0.04158839339903471,0.0017918557267131007,0,0.3964914308835004,0.03736886217161353,0.05225282506285945,0.21562960608074908,0.06968006705008525,0,0.0035837114534262014,0,0,0.0021097656137105862,0,0,0,0.009306089419380941,0.000028900898817953233,0,0.00999971099101182]","[""/daytrader/app"",""/daytrader/app?action=register"",""/daytrader/register\_faces"",""/daytrader/app?action=portfolio"",""/daytrader/app?action=quotes"",""/daytrader/register\_jsp"",""/daytrader/rest/quotes"",""/daytrader/portfolio\_faces"",""/daytrader/app?action=account"",""/daytrader/app?action=logout"",""/daytrader/quote\_faces"",""/daytrader/app?action=buy"",""/daytrader/app?action=home"",""/daytrader/account\_faces"",""/daytrader/tradehome\_faces"",""/daytrader/app?action=update_profile"",""/daytrader/welcome\_faces""]","[0.013563207412006301,0.0029609818998041926,0.003916137351353932,0.060843402263718406,0.11337695209895407,0.0026744352643392707,0.01361096518458379,0.04622952385500739,0.03643918047662257,0.0161421271311906,0.18066765366063325,0.014709393953865989,0.04775777257748698,0.03132909881083146,0.06437747743445246,0.0054443860738335155,0.34595730455131574]",-11.573687230213153,3000,250,4000,500,15,"0","1",true,"-Xgcpolicy:optavgpause",8,8192,,false,"3000","250","4000","500","15","0","1",true,"-Xgcpolicy:optavgpause",8,8192,"3000","250","4000","500","15","0","1",true,"-Xgcpolicy:optavgpause",8,8192,
