"_id","timestamp._bsontype","timestamp.low_","timestamp.high_","last_config.daytrader-config-app.CONMGR1_MAX_POOL_SIZE","last_config.daytrader-config-app.CONMGR3_MAX_POOL_SIZE","last_config.daytrader-config-app.CONMGR4_MAX_POOL_SIZE","last_config.daytrader-config-app.HTTP_MAX_KEEP_ALIVE_REQUESTS","last_config.daytrader-config-app.HTTP_PERSIST_TIMEOUT","last_config.daytrader-config-app.ORDER_PROCESSING_MODE","last_config.daytrader-config-app.RUNTIME_MODE","last_config.daytrader-config-jvm.-Xtune:virtualized","last_config.daytrader-config-jvm.container_support","last_config.daytrader-config-jvm.gc","last_config.daytrader-service.cpu","last_config.daytrader-service.memory","production_metric.name","production_metric.cpu","production_metric.memory","production_metric.throughput","production_metric.process_time","production_metric.in_out","production_metric.errors","production_metric.objective","config_to_eval.daytrader-config-app.CONMGR1_MAX_POOL_SIZE","config_to_eval.daytrader-config-app.CONMGR3_MAX_POOL_SIZE","config_to_eval.daytrader-config-app.CONMGR4_MAX_POOL_SIZE","config_to_eval.daytrader-config-app.HTTP_MAX_KEEP_ALIVE_REQUESTS","config_to_eval.daytrader-config-app.HTTP_PERSIST_TIMEOUT","config_to_eval.daytrader-config-app.ORDER_PROCESSING_MODE","config_to_eval.daytrader-config-app.RUNTIME_MODE","config_to_eval.daytrader-config-jvm.-Xtune:virtualized","config_to_eval.daytrader-config-jvm.container_support","config_to_eval.daytrader-config-jvm.gc","config_to_eval.daytrader-service.cpu","config_to_eval.daytrader-service.memory","training_metric.name","training_metric.cpu","training_metric.memory","training_metric.throughput","training_metric.process_time","training_metric.in_out","training_metric.errors","training_metric.objective","production_workload.path","production_workload.value","training_workload.path","training_workload.value","best_loss","best_config.daytrader-config-app.CONMGR1_MAX_POOL_SIZE","best_config.daytrader-config-app.CONMGR3_MAX_POOL_SIZE","best_config.daytrader-config-app.CONMGR4_MAX_POOL_SIZE","best_config.daytrader-config-app.HTTP_MAX_KEEP_ALIVE_REQUESTS","best_config.daytrader-config-app.HTTP_PERSIST_TIMEOUT","best_config.daytrader-config-app.ORDER_PROCESSING_MODE","best_config.daytrader-config-app.RUNTIME_MODE","best_config.daytrader-config-jvm.-Xtune:virtualized","best_config.daytrader-config-jvm.container_support","best_config.daytrader-config-jvm.gc","best_config.daytrader-service.cpu","best_config.daytrader-service.memory","update_production.daytrader-config-app.CONMGR1_MAX_POOL_SIZE","update_production.daytrader-config-app.CONMGR3_MAX_POOL_SIZE","update_production.daytrader-config-app.CONMGR4_MAX_POOL_SIZE","update_production.daytrader-config-app.HTTP_MAX_KEEP_ALIVE_REQUESTS","update_production.daytrader-config-app.HTTP_PERSIST_TIMEOUT","update_production.daytrader-config-app.ORDER_PROCESSING_MODE","update_production.daytrader-config-app.RUNTIME_MODE","update_production.daytrader-config-jvm.-Xtune:virtualized","update_production.daytrader-config-jvm.container_support","update_production.daytrader-config-jvm.gc","update_production.daytrader-service.cpu","update_production.daytrader-service.memory","tuned","update_production","training_workload"
"ObjectId(""5f6e42d75bef9aa3ce783485"")","Long",-159641613,372776200,"200","100","75","125","35","0","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:optthruput",8,8192,"daytrader-service",3.1358876739293455,481640448,2280.722222222222,0.0441585581225448,null,0,-722.7443240426334,"200","175","100","200","25","0","0",false,"-XX:+UseContainerSupport","-Xgc:concurrentScavenge",8,4096,"daytrader-servicesmarttuning",3.6474292430474815,481951744,3977.213333333333,0.024549238788233743,null,0,-1254.1228009409301,"[""/daytrader/rest/quotes"",""/health""]","[0.9999123084792829,0.00008769152071712178]","[""/daytrader/rest/quotes"",""/health""]","[0.9999497135347698,0.00005028646523026173]",-1413.2781804434467,"200","100","75","125","35","0","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:optthruput",8,8192,,,,,,,,,,,,,true,"{}",
"ObjectId(""5f6e44065bef9aa3ce783486"")","Long",1354327662,372776271,"200","100","75","125","35","0","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:optthruput",8,8192,"daytrader-service",0.11044108739400779,485982208,63.31111111111112,2.201508698469108,null,0,-20.40712969952755,"200","200","100","50","45","0","2",false,"-XX:+UseContainerSupport","-Xgcpolicy:optthruput",4,8192,"daytrader-servicesmarttuning",2.47343950076509,426590208,2330.822222222222,0.025768142111854027,null,0.000004767012275056609,-836.3711585264964,"[""/daytrader/rest/quotes"",""/health""]","[0.9968409968409968,0.003159003159003159]","[""/daytrader/rest/quotes"",""/health""]","[0.9999141937790491,0.00008580622095101897]",-1413.2781804434467,"200","100","75","125","35","0","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:optthruput",8,8192,,,,,,,,,,,,,true,"{}",
"ObjectId(""5f6e45345bef9aa3ce783487"")","Long",-1326710050,372776341,"175","175","75","175","35","2","0",false,"-XX:+UseContainerSupport","-Xgc:concurrentScavenge",8,4096,"daytrader-service",0.18030767244494106,485752832,120.01111111111112,1.0943013312456322,null,0,-38.67823158242823,"175","175","75","175","35","2","0",false,"-XX:+UseContainerSupport","-Xgc:concurrentScavenge",8,4096,"daytrader-servicesmarttuning",4.715461315162383,479723520,5347.877777777778,0.012378596815793343,null,0,-1678.7294497142898,"[""/daytrader/rest/quotes"",""/health""]","[0.9983334876400333,0.0016665123599666697]","[""/health"",""/daytrader/rest/quotes""]","[0.00003739801250340218,0.9999626019874966]",-1678.7294497142898,175,175,75,175,35,"2","0",false,"-XX:+UseContainerSupport","-Xgc:concurrentScavenge",8,4096,"175","175","75","175","35","2","0",false,"-XX:+UseContainerSupport","-Xgc:concurrentScavenge",8,4096,true,,
"ObjectId(""5f6e46625bef9aa3ce783488"")","Long",233081934,372776412,"175","175","75","175","35","2","0",false,"-XX:+UseContainerSupport","-Xgc:concurrentScavenge",8,4096,"daytrader-service",4.5511127038473544,481529856,4263.44,0.020219944942181045,null,0,-1335.3320933879031,"150","175","200","175","15","2","0",false,"-XX:+UseContainerSupport","-Xgc:concurrentScavenge",2,4096,"daytrader-servicesmarttuning",1.1610950970940639,493629440,1095.1444444444446,0.10211028582044797,null,0,-344.4632225439888,"[""/daytrader/rest/quotes"",""/health""]","[0.9999530895239526,0.00004691047604751094]","[""/daytrader/rest/quotes"",""/health""]","[0.9998173756886458,0.00018262431135415924]",-1678.7294497142898,175,175,75,175,35,"2","0",false,"-XX:+UseContainerSupport","-Xgc:concurrentScavenge",8,4096,,,,,,,,,,,,,false,"{}",
"ObjectId(""5f6e47905bef9aa3ce783489"")","Long",1811584142,372776482,"175","175","75","175","35","2","0",false,"-XX:+UseContainerSupport","-Xgc:concurrentScavenge",8,4096,"daytrader-service",3.6079374888442857,502128640,3427.7555555555555,0.027491071137802393,null,0,-1039.0486163315445,"175","175","75","175","35","2","2",false,"-XX:+UseContainerSupport","-Xgc:concurrentScavenge",4,4096,"daytrader-servicesmarttuning",2.2641488844039994,486420480,2294.5444444444447,0.04457001429982129,null,0,-725.4769002356458,"[""/daytrader/rest/quotes"",""/health""]","[0.9999416527821899,0.00005834721781016409]","[""/daytrader/rest/quotes"",""/health""]","[0.9999128367286657,0.00008716327133442126]",-1678.7294497142898,175,175,75,175,35,"2","0",false,"-XX:+UseContainerSupport","-Xgc:concurrentScavenge",8,4096,,,,,,,,,,,,,false,"{}",
"ObjectId(""5f6e48be5bef9aa3ce78348a"")","Long",-928057986,372776552,"175","150","125","75","25","2","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,1024,"daytrader-service",1.338183332847867,533762048,1260.3222222222223,0.12294219328591206,null,0,-366.37603942977864,"175","150","125","75","25","2","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,1024,"daytrader-servicesmarttuning",4.606362772928074,420179968,5169.722222222223,0.007787056195597231,null,0,-1844.3527973789885,"[""/daytrader/rest/quotes"",""/health""]","[0.9998413104232603,0.00015868957673963448]","[""/daytrader/rest/quotes"",""/health""]","[0.9999613132018699,0.00003868679813013809]",-1844.3527973789885,175,150,125,75,25,"2","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,1024,"175","150","125","75","25","2","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,1024,true,,
"ObjectId(""5f6e49ed5bef9aa3ce78348b"")","Long",686197046,372776623,"175","150","125","75","25","2","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,1024,"daytrader-service",4.294699805985056,443002880,3634.077777777778,0.024273443472081525,null,0,-1235.9878184417094,"150","150","175","0","15","2","2",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,1024,"daytrader-servicesmarttuning",2.5663424640860213,463896576,3066.733333333333,0.03452929179476817,null,0,-1013.04549904416,"[""/daytrader/rest/quotes"",""/health""]","[0.999944965404642,0.00005503459535813763]","[""/health"",""/daytrader/rest/quotes""]","[0.00006521597356579206,0.9999347840264343]",-1844.3527973789885,175,150,125,75,25,"2","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,1024,,,,,,,,,,,,,false,"{}",
"ObjectId(""5f6e4b1b5bef9aa3ce78348c"")","Long",-1993780891,372776693,"175","150","125","75","25","2","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,1024,"daytrader-service",0.09693390283762192,455561216,59.7,1.913308318588113,null,0,-20.5294014877376,"175","200","125","75","25","2","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,1024,"daytrader-servicesmarttuning",0.11687009021637121,464121856,82.82666666666667,1.0357433097584623,null,0,-27.95218986408986,"[""/daytrader/rest/quotes"",""/health""]","[0.9966499162479061,0.0033500837520938024]","[""/health"",""/daytrader/rest/quotes""]","[0.0024146812620734065,0.9975853187379266]",-1844.3527973789885,"175","150","125","75","25","2","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,1024,,,,,,,,,,,,,true,"{}",
"ObjectId(""5f6e4c495bef9aa3ce78348d"")","Long",-417319059,372776763,"175","150","125","75","25","2","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,1024,"daytrader-service",0.11496686999303535,452112384,58.97777777777778,2.5906169519432503,null,0,-20.43220158008039,"175","150","100","75","25","2","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,4096,"daytrader-servicesmarttuning",4.483132754328225,543977472,4293.666666666666,0.01028616903861651,null,0,-1196.2582465722637,"[""/daytrader/rest/quotes"",""/health""]","[0.9964204973624717,0.003579502637528259]","[""/daytrader/rest/quotes"",""/health""]","[0.9999534197655462,0.00004658023445384676]",-1844.3527973789885,"175","150","125","75","25","2","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,1024,,,,,,,,,,,,,true,"{}",
"ObjectId(""5f6e4d775bef9aa3ce78348e"")","Long",1197891628,372776834,"175","150","125","75","25","2","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,1024,"daytrader-service",0.11716125758705735,458444800,56.433333333333344,2.9061006327679255,null,0,-19.28055348016148,"175","150","125","125","30","2","0",false,"-XX:+UseContainerSupport","-Xgc:concurrentScavenge",8,1024,"daytrader-servicesmarttuning",4.057101898720527,404946944,4594.177777777778,0.007349373978424319,null,0,-1707.1389118955224,"[""/health"",""/daytrader/rest/quotes""]","[0.0035440047253396333,0.9964559952746603]","[""/daytrader/rest/quotes"",""/health""]","[0.9999564666389343,0.00004353336106569668]",-1844.3527973789885,"175","150","125","75","25","2","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,1024,,,,,,,,,,,,,true,"{}",
"ObjectId(""5f6e4ea65bef9aa3ce78348f"")","Long",-1498789694,372776904,"175","150","125","75","25","2","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,1024,"daytrader-service",0.08671890068402699,464723968,54.55555555555556,2.162204099376281,null,0,-18.39247832989487,"125","150","125","125","30","2","0",false,"-XX:+UseContainerSupport","-Xgc:concurrentScavenge",8,1024,"daytrader-servicesmarttuning",0.11996678933991192,416845824,71.05333333333333,1.1561072530870777,null,0,-26.694463482384467,"[""/daytrader/rest/quotes"",""/health""]","[0.9963340122199592,0.0036659877800407333]","[""/daytrader/rest/quotes"",""/health""]","[0.9971852129855507,0.0028147870144492404]",-1844.3527973789885,"175","150","125","75","25","2","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,1024,,,,,,,,,,,,,true,"{}",
"ObjectId(""5f6e4fd45bef9aa3ce783490"")","Long",123405286,372776975,"150","150","150","125","25","2","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,1024,"daytrader-service",0.10629880011964798,458571776,54.32,3.2398192621320887,null,0,-18.55523749930664,"150","150","150","125","25","2","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,1024,"daytrader-servicesmarttuning",4.233760368769339,389324800,4804.106666666666,0.004772719571365613,null,0,-1850.4031124991557,"[""/daytrader/rest/quotes"",""/health""]","[0.9963181148748158,0.0036818851251840946]","[""/health"",""/daytrader/rest/quotes""]","[0.00004163104899141846,0.9999583689510086]",-1850.4031124991557,150,150,150,125,25,"2","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,1024,"150","150","150","125","25","2","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,1024,true,,
"ObjectId(""5f6e51025bef9aa3ce783491"")","Long",1671282659,372777045,"150","150","150","125","25","2","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,1024,"daytrader-service",0.16614536513915884,477356032,111.29333333333332,0.945804637330246,null,0,-36.50306357024106,"150","100","175","50","25","2","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",16,1024,"daytrader-servicesmarttuning",0.12364245166470632,386252800,61.333333333333336,1.5388322074376253,null,0,-24.86442043793308,"[""/daytrader/rest/quotes"",""/health""]","[0.9982029471666467,0.0017970528333533008]","[""/daytrader/rest/quotes"",""/health""]","[0.9967391304347826,0.0032608695652173916]",-1850.4031124991557,150,150,150,125,25,"2","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,1024,,,,,,,,,,,,,false,"{}",
"ObjectId(""5f6e52305bef9aa3ce783492"")","Long",-1044768157,372777115,"150","150","150","125","25","2","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,1024,"daytrader-service",2.158875587055362,494555136,1691.8444444444444,0.05361582568113118,null,0,-526.7470380877977,"125","100","150","100","20","1","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",2,1024,"daytrader-servicesmarttuning",1.2317159196354792,404078592,1074.877777777778,0.10052379916069125,null,0,-411.82437760415326,"[""/daytrader/rest/quotes"",""/health""]","[0.9998817858221796,0.00011821417782039326]","[""/daytrader/rest/quotes"",""/health""]","[0.9998139323333919,0.0001860676666080898]",-1850.4031124991557,150,150,150,125,25,"2","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,1024,,,,,,,,,,,,,false,"{}",
"ObjectId(""5f6e535f5bef9aa3ce783493"")","Long",556389508,372777186,"150","150","150","125","25","2","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,1024,"daytrader-service",0.271988306198233,495624192,189.1555555555555,0.7306027934515281,null,0,-59.70411090185848,"150","150","175","50","25","2","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",4,1024,"daytrader-servicesmarttuning",2.0817847068069493,405970944,2339.6666666666665,0.025912854506617383,null,0,-884.6131004817087,"[""/daytrader/rest/quotes"",""/health""]","[0.9989426691729324,0.0010573308270676693]","[""/daytrader/rest/quotes"",""/health""]","[0.9999145177375696,0.00008548226243054567]",-1850.4031124991557,"150","150","150","125","25","2","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,1024,,,,,,,,,,,,,true,"{}",
"ObjectId(""5f6e548d5bef9aa3ce783494"")","Long",2127459351,372777256,"150","150","150","125","25","2","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,1024,"daytrader-service",4.188331499679098,496685056,3593.222222222222,0.03070549735841607,null,0,-1095.5798699282095,"200","200","150","75","15","2","2",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,1024,"daytrader-servicesmarttuning",4.16692767655954,413265920,4725.773333333333,0.018129069542204855,null,0,-1720.245749246876,"[""/daytrader/rest/quotes"",""/health""]","[0.9999443396518136,0.000055660348186400324]","[""/daytrader/rest/quotes"",""/health""]","[0.9999576788843025,0.000042321115697466104]",-1850.4031124991557,"150","150","150","125","25","2","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,1024,,,,,,,,,,,,,true,"{}",
"ObjectId(""5f6e55bb5bef9aa3ce783495"")","Long",-574106616,372777326,"150","150","150","125","25","2","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,1024,"daytrader-service",0.27145157995427766,502394880,197.29999999999998,0.5286637129104408,null,0,-61.43769224063285,"100","175","100","125","20","2","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,512,"daytrader-servicesmarttuning",0.19548385088758624,331538432,333.85555555555555,0.2858380669453271,null,0,-157.50274625383662,"[""/daytrader/rest/quotes"",""/health""]","[0.9989863152559555,0.0010136847440446023]","[""/daytrader/rest/quotes"",""/health""]","[0.999400938529637,0.0005990614703630979]",-1850.4031124991557,"150","150","150","125","25","2","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,1024,,,,,,,,,,,,,true,"{}",
"ObjectId(""5f6e56e95bef9aa3ce783496"")","Long",1053565427,372777397,"175","150","200","100","25","1","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,1024,"daytrader-service",0.18655610395427852,502763520,129.35555555555555,1.1497068261340244,null,0,-40.279313435629675,"175","150","200","100","25","1","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,1024,"daytrader-servicesmarttuning",4.509590121433485,421826560,5454.866666666668,0.009042432240851004,null,0,-1940.6028080926312,"[""/daytrader/rest/quotes"",""/health""]","[0.9984538739048274,0.0015461260951726509]","[""/daytrader/rest/quotes"",""/health""]","[0.9999633354924655,0.00003666450753455629]",-1940.6028080926312,175,150,200,100,25,"1","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,1024,"175","150","200","100","25","1","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,1024,true,,
"ObjectId(""5f6e58185bef9aa3ce783497"")","Long",-1603004813,372777467,"175","150","200","100","25","1","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,1024,"daytrader-service",4.499416398294114,428576768,4141.573333333333,0.023030489556179243,null,0,-1451.3034736270515,"200","100","200","125","30","1","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,1024,"daytrader-servicesmarttuning",3.1067604656975503,436006912,3675.722222222222,0.027483866602493058,null,0,-1283.5006253979093,"[""/daytrader/rest/quotes"",""/health""]","[0.9999517091733254,0.00004829082667456491]","[""/daytrader/rest/quotes"",""/health""]","[0.9999455889243233,0.000054411075676737756]",-1940.6028080926312,175,150,200,100,25,"1","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,1024,,,,,,,,,,,,,false,"{}",
"ObjectId(""5f6e59465bef9aa3ce783498"")","Long",-16084009,372777537,"175","150","200","100","25","1","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,1024,"daytrader-service",0.1991359144985781,437575680,164.43333333333334,0.7122184424057335,null,0,-58.80911167295264,"150","125","200","150","20","1","0",true,"-XX:-UseContainerSupport","-Xgcpolicy:gencon",4,1024,"daytrader-servicesmarttuning",2.4145381559074623,487403520,2357.411111111111,0.03488103231211269,null,0,-742.9360793088956,"[""/daytrader/rest/quotes"",""/health""]","[0.9987837016014596,0.0012162983985404417]","[""/daytrader/rest/quotes"",""/health""]","[0.9999151611702103,0.00008483882978974111]",-1940.6028080926312,"175","150","200","100","25","1","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,1024,,,,,,,,,,,,,true,"{}",
"ObjectId(""5f6e5a745bef9aa3ce783499"")","Long",1527484577,372777608,"175","150","200","100","25","1","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,1024,"daytrader-service",0.11158510747490884,435085312,76.03333333333335,1.2331785520662755,null,0,-27.37151313629293,"125","75","175","100","25","1","1",false,"-XX:+UseContainerSupport","-Xgcpolicy:optavgpause",8,512,"daytrader-servicesmarttuning",1.5314081251009088,359657472,45.6,2.188729868798002,null,0,-19.53098611770273,"[""/daytrader/rest/quotes"",""/health""]","[0.9973695747479175,0.0026304252520824196]","[""/daytrader/rest/quotes"",""/health""]","[0.9956140350877193,0.0043859649122807015]",-1940.6028080926312,175,150,200,100,25,"1","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,1024,,,,,,,,,,,,,false,"{}",
"ObjectId(""5f6e5ba35bef9aa3ce78349a"")","Long",-780096682,372777678,"175","150","200","100","25","1","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,1024,"daytrader-service",2.069168343851809,452276224,1914.7,0.047061487308704616,null,0,-651.2959493543397,"200","175","200","100","15","1","2",true,"-XX:+UseContainerSupport","-Xgcpolicy:optthruput",16,2048,"daytrader-servicesmarttuning",0.9973053382171362,460886016,667.9888888888889,0.16119494107924062,null,0,-225.21014410208835,"[""/health"",""/daytrader/rest/quotes""]","[0.00010445500600616285,0.9998955449939938]","[""/daytrader/rest/quotes"",""/health""]","[0.9997005938222525,0.0002994061777474675]",-1940.6028080926312,175,150,200,100,25,"1","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,1024,,,,,,,,,,,,,false,"{}",
"ObjectId(""5f6e5cd15bef9aa3ce78349b"")","Long",714170175,372777749,"175","150","200","100","25","1","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,1024,"daytrader-service",0.09054918098542472,448905216,57.15555555555555,1.7282469226965385,null,0,-19.946772887208425,"100","200","175","125","30","1","1",false,"-XX:-UseContainerSupport","-Xgcpolicy:metronome",2,1024,"daytrader-servicesmarttuning",0.7310991289494287,591970304,43.32494213333334,2.553511815869112,null,0,-11.416429950070771,"[""/daytrader/rest/quotes"",""/health""]","[0.9963063763608088,0.003693623639191291]","[""/daytrader/rest/quotes"",""/health""]","[0.9950771818202466,0.004922818179753395]",-1940.6028080926312,175,150,200,100,25,"1","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,1024,,,,,,,,,,,,,false,"{}",
"ObjectId(""5f6e5dff5bef9aa3ce78349c"")","Long",-1964762274,372777819,"175","150","200","100","25","1","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,1024,"daytrader-service",0.15577176553520944,448548864,101.13333333333333,1.6208422663654565,null,0,-35.30112515151436,"175","75","150","25","40","1","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:optavgpause",8,8192,"daytrader-servicesmarttuning",2.859524982129222,446259200,2212.6555555555556,0.020622688675623328,null,0.00003515009088809216,-757.0850886966768,"[""/health"",""/daytrader/rest/quotes""]","[0.0018457481872116018,0.9981542518127884]","[""/daytrader/rest/quotes"",""/health""]","[0.9999096140520022,0.00009038594799795127]",-1940.6028080926312,"175","150","200","100","25","1","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,1024,,,,,,,,,,,,,true,"{}",
"ObjectId(""5f6e5f2d5bef9aa3ce78349d"")","Long",-400832897,372777889,"175","150","200","100","25","1","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,1024,"daytrader-service",4.721513799890617,458186752,4463.413333333333,0.006791767801949855,null,0,-1464.1454337174384,"150","125","50","100","30","1","0",true,"-XX:-UseContainerSupport","-Xgcpolicy:gencon",16,512,"daytrader-servicesmarttuning",0.17218765281617712,349245440,75.47777777777779,2.2266039028476214,null,0,-33.816396376288544,"[""/daytrader/rest/quotes"",""/health""]","[0.9999551912437716,0.00004480875622841712]","[""/daytrader/rest/quotes"",""/health""]","[0.9973502134550272,0.002649786544972766]",-1940.6028080926312,175,150,200,100,25,"1","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,1024,,,,,,,,,,,,,false,"{}",
"ObjectId(""5f6e605c5bef9aa3ce78349e"")","Long",1137961813,372777960,"175","150","200","100","25","1","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,1024,"daytrader-service",0.1199050067692963,457928704,77.53333333333335,1.3421427073843584,null,0,-26.518564233961982,"125","150","200","150","35","1","1",false,"-XX:+UseContainerSupport","-Xgcpolicy:optavgpause",8,1024,"daytrader-servicesmarttuning",3.8457982139763107,403042304,1128.4444444444446,0.08434580939941341,null,0,-422.1076842259329,"[""/daytrader/rest/quotes"",""/health""]","[0.9974204643164231,0.002579535683576956]","[""/daytrader/rest/quotes"",""/health""]","[0.9998227648680582,0.00017723513194170933]",-1940.6028080926312,"175","150","200","100","25","1","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,1024,,,,,,,,,,,,,true,"{}",
"ObjectId(""5f6e618a5bef9aa3ce78349f"")","Long",-1608871735,372778030,"175","150","200","100","25","1","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,1024,"daytrader-service",1.058093060993143,459161600,1416.3888888888891,0.07587404329728677,null,0,-479.044226802998,"200","100","175","50","20","0","2",false,"-XX:+UseContainerSupport","-Xgcpolicy:metronome",2,8192,"daytrader-servicesmarttuning",1.2479977435716543,2198618112,985.6666666666666,0.09295821051255876,null,0,-70.12673915367968,"[""/daytrader/rest/quotes"",""/health""]","[0.999858795842322,0.00014120415767797606]","[""/daytrader/rest/quotes"",""/health""]","[0.9997970916469394,0.00020290835306053436]",-1940.6028080926312,175,150,200,100,25,"1","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,1024,,,,,,,,,,,,,false,"{}",
"ObjectId(""5f6e62b85bef9aa3ce7834a0"")","Long",-3912859,372778100,"175","150","200","100","25","1","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,1024,"daytrader-service",0.09213010074397365,458567680,76.13333333333334,1.2943818299954726,null,0,-26.01008117713725,"50","125","150","125","25","1","0",true,"-XX:-UseContainerSupport","-Xgcpolicy:optthruput",16,2048,"daytrader-servicesmarttuning",0.12295388162096216,414121984,59.49333333333333,1.786898262366654,null,0,-22.497571696479895,"[""/daytrader/rest/quotes"",""/health""]","[0.9972270869819031,0.0027729130180969056]","[""/daytrader/rest/quotes"",""/health""]","[0.9966382787987449,0.003361721201255043]",-1940.6028080926312,175,150,200,100,25,"1","0",false,"-XX:+UseContainerSupport","-Xgcpolicy:gencon",8,1024,,,,,,,,,,,,,false,"{}",
