"_id","timestamp._bsontype","timestamp.low_","timestamp.high_","last_config","production_metric.name","production_metric.cpu","production_metric.memory","production_metric.throughput","production_metric.process_time","production_metric.in_out","production_metric.errors","production_metric.objective","config_to_eval.daytrader-config-app.CONMGR1_MAX_POOL_SIZE","config_to_eval.daytrader-config-app.CONMGR3_MAX_POOL_SIZE","config_to_eval.daytrader-config-app.CONMGR4_MAX_POOL_SIZE","config_to_eval.daytrader-config-app.HTTP_MAX_KEEP_ALIVE_REQUESTS","config_to_eval.daytrader-config-app.HTTP_PERSIST_TIMEOUT","config_to_eval.daytrader-config-app.ORDER_PROCESSING_MODE","config_to_eval.daytrader-config-app.RUNTIME_MODE","config_to_eval.daytrader-config-jvm.-Xtune:virtualized","config_to_eval.daytrader-config-jvm.gc","config_to_eval.daytrader-service.cpu","config_to_eval.daytrader-service.memory","training_metric.name","training_metric.cpu","training_metric.memory","training_metric.throughput","training_metric.process_time","training_metric.in_out","training_metric.errors","training_metric.objective","production_workload.path","production_workload.value","training_workload.path","training_workload.value","best_loss","best_config.daytrader-config-app.CONMGR1_MAX_POOL_SIZE","best_config.daytrader-config-app.CONMGR3_MAX_POOL_SIZE","best_config.daytrader-config-app.CONMGR4_MAX_POOL_SIZE","best_config.daytrader-config-app.HTTP_MAX_KEEP_ALIVE_REQUESTS","best_config.daytrader-config-app.HTTP_PERSIST_TIMEOUT","best_config.daytrader-config-app.ORDER_PROCESSING_MODE","best_config.daytrader-config-app.RUNTIME_MODE","best_config.daytrader-config-jvm.-Xtune:virtualized","best_config.daytrader-config-jvm.gc","best_config.daytrader-service.cpu","best_config.daytrader-service.memory","update_production.daytrader-config-app.CONMGR1_MAX_POOL_SIZE","update_production.daytrader-config-app.CONMGR3_MAX_POOL_SIZE","update_production.daytrader-config-app.CONMGR4_MAX_POOL_SIZE","update_production.daytrader-config-app.HTTP_MAX_KEEP_ALIVE_REQUESTS","update_production.daytrader-config-app.HTTP_PERSIST_TIMEOUT","update_production.daytrader-config-app.ORDER_PROCESSING_MODE","update_production.daytrader-config-app.RUNTIME_MODE","update_production.daytrader-config-jvm.-Xtune:virtualized","update_production.daytrader-config-jvm.gc","update_production.daytrader-service.cpu","update_production.daytrader-service.memory","tuned","last_config.daytrader-config-app.CONMGR1_MAX_POOL_SIZE","last_config.daytrader-config-app.CONMGR3_MAX_POOL_SIZE","last_config.daytrader-config-app.CONMGR4_MAX_POOL_SIZE","last_config.daytrader-config-app.HTTP_MAX_KEEP_ALIVE_REQUESTS","last_config.daytrader-config-app.HTTP_PERSIST_TIMEOUT","last_config.daytrader-config-app.ORDER_PROCESSING_MODE","last_config.daytrader-config-app.RUNTIME_MODE","last_config.daytrader-config-jvm.-Xtune:virtualized","last_config.daytrader-config-jvm.gc","last_config.daytrader-service.cpu","last_config.daytrader-service.memory"
"ObjectId(""5f7bf1472ac576c39671fb0d"")","Long",1349257492,372984962,"{}","daytrader-service",0.8499837088376772,1602244608,56.18747046698718,3.5540487721170857,null,0.00009126121975707332,-5.486324895819754,"1500","1750","3750","2000","45","0","2",true,"-Xgcpolicy:optthruput",8,8192,"daytrader-servicesmarttuning",4.534791875360283,1436831744,740.1075259200002,0.26368967413304717,null,0,-79.7101634045094,"[""/daytrader/appdehome\_faces"",""/daytrader/register\_jsp"",""/daytrader/app?action=accountbol=s%3A637"",""/daytrader/portfolio\_fac"",""/daytrader/register\_faces"",""/daytrader/register\_facess"",""/daytrader/account\_fac"",""/daytrader/app?action=accountsymbols=s%3A989"",""/daytrader/app?action=portfol"",""/daytrader/quote\_faces"",""/daytrader/app?action=quotes"",""/daytrader/app?action=acco"",""/daytrader/app?action=account"",""/daytrader/app?action=accountsymbols=s%3A675"",""/daytrader/app?action=home"",""/daytrader/app?action=portfolio"",""/daytrader/portfolio\_f"",""/daytrader/rest/quotesaces"",""/daytrader/rest/quoteslogout"",""/daytrader/tradehome\_face"",""/daytrader/account\_faceses"",""/daytrader/app?action=homeunt"",""/daytrader/app?action=register"",""/daytrader/appt/quotes"",""/daytrader/app?action=accountsymbols=s%3A392"",""/daytrader/welcome\_faceses"",""/daytrader/app?action=ac"",""/daytrader/app?action=port"",""/daytrader/app?action=portfoliombols=s%3A236"",""/daytrader/app?action=portfoliombols=s%3A636"",""/daytrader/welcome\_faces"",""/daytrader/app?action=homees"",""/daytrader/appount\_faces"",""/daytrader/rest/quotes"",""/daytrader/tradehome\_f"",""/daytrader/app"",""/daytrader/app?action=logout"",""/daytrader/portfolio\_faces"",""/daytrader/quote\_faceses"",""/daytrader/tradehome\_fac"",""/daytrader/app?action="",""/daytrader/app?action=portfoliombols=s%3A330"",""/daytrader/app?action=quot"",""/daytrader/welcome\_fac"",""/daytrader"",""/daytrader/"",""/daytrader/account\_faces"",""/daytrader/app?action=buy"",""/daytrader/app?action=update_profile"",""/daytrader/app?action=r"",""/daytrader/app?action=sell"",""/daytrader/quote\_facesaces"",""/daytrader/tradehome\_faces""]","[0,0.0032397732958508512,0,0.00009126121960143242,0.007529050617118176,0.00004563060980071621,0,0,0,0.30508625712758863,0.1372568742805544,0.00009459393674562113,0.04321218748127825,0,0.06132753957216259,0.07414974092616385,0.00022815304900358107,0.00004563060980071621,0,0,0.00018252243920286484,0.00004563060980071621,0.0032397732958508512,0,0,0.00004563060980071621,0,0.00013689182940214865,0,0,0.033264714544722115,0.00013689182940214865,0,0.018297874530087202,0.0002737836588042973,0.016837695016464285,0.019803684653510834,0.07748077544161613,0.0003194142686050135,0,0,0,0.00004563060980071621,0.000047484109960618046,0,0,0.05192763395321505,0.01820661331048577,0.0064795465917017025,0,0.02007746831231513,0.00013689182940214865,0.10070675583018068]","[""/daytrader/app?action=portfolioofile"",""/daytrader/app?action=buy"",""/daytrader/app?action=logout"",""/daytrader/quote\_faceses"",""/daytrader/welcome\_fac"",""/daytrader/welcome\_faces"",""/daytrader/appt/quotes"",""/daytrader/account\_fac"",""/daytrader/app?action=account"",""/daytrader/app?action=accountldingID=41088"",""/daytrader/app?action=home"",""/daytrader/app?action=homesymbol=s%3A187"",""/daytrader/quote\_faces"",""/daytrader/register\_jspogout"",""/daytrader/app?action=accountbol=s%3A227"",""/daytrader/app?action=homees"",""/daytrader/app?action=homesymbol=s%3A753"",""/daytrader/portfolio\_f"",""/daytrader/quote\_facesaces"",""/daytrader/app?action=acco"",""/daytrader/app?action=quot"",""/daytrader/app?action=update_profile"",""/daytrader/portfolio\_faces"",""/daytrader/tradehome\_fac"",""/daytrader/tradehome\_faces"",""/daytrader/account\_faces"",""/daytrader/account\_faceses"",""/daytrader/app?action=logouter"",""/daytrader/app?action=port"",""/daytrader/app?action=portfolio"",""/daytrader/welcome\_facesgout"",""/daytrader/register\_faces"",""/daytrader/register\_jsp"",""/daytrader/rest/quotes"",""/daytrader/app"",""/daytrader/app?action="",""/daytrader/app?action=quotes"",""/daytrader/app?action=register"",""/daytrader/app?action=sell"",""/daytrader/tradehome\_f""]","[0,0.01950976166801845,0.02022580962626369,0,0,0.03340991539774598,0,0.00000339359221917176,0.04552503962018916,0,0.06115253178947512,0,0.30060779236645374,0,0,0,0,0.00000339359221917176,0.00000339359221917176,0,0,0.006804152399439379,0.0753479280422706,0,0.10052838230852505,0.05134844386828791,0,0,0.00000339359221917176,0.07671554570659682,0,0.006715919001740914,0.0033121460059116377,0.01681524944599607,0.01691027002813288,0,0.14205237670231072,0.003308752413692466,0.019693015647853723,0.00000339359221917176]",-79.7101634045094,1500,1750,3750,2000,45,"0","2",true,"-Xgcpolicy:optthruput",8,8192,"1500","1750","3750","2000","45","0","2",true,"-Xgcpolicy:optthruput",8,8192,"curr",,,,,,,,,,,
"ObjectId(""5f7bf5fe2ac576c39671fb0e"")","Long",2140339394,372985243,,"daytrader-service",4.419335907563476,1628651520,568.0589743589744,0.3514047656688388,null,0,-54.0737501874055,"4000","2500","2250","250","35","1","0",true,"-Xgcpolicy:optavgpause",8,1024,"daytrader-servicesmarttuning",1.5310202863011904,725475328,0,3.527581304133181,null,1,0,"[""/daytrader/app?action=account"",""/daytrader/app?action=sell"",""/daytrader/account\_faceses"",""/daytrader/register\_jsp"",""/daytrader/app?action=update_"",""/daytrader/portfolio\_faces"",""/daytrader"",""/daytrader/welcome\_fac"",""/daytrader/account\_fac"",""/daytrader/app?action=portfolio"",""/daytrader/app?action=update_profile"",""/daytrader/rest/quotes"",""/daytrader/app?action=home"",""/daytrader/app?action=logout"",""/daytrader/app"",""/daytrader/app?action=portfoliombols=s%3A288"",""/daytrader/portfolio\_fac"",""/daytrader/quote\_faces"",""/daytrader/"",""/daytrader/welcome\_faces"",""/daytrader/app?action=register"",""/daytrader/app?action=logouter"",""/daytrader/app?action=portfoliol=s%3A708"",""/daytrader/app?action=quotes"",""/daytrader/register\_faces"",""/daytrader/tradehome\_faces"",""/daytrader/account\_faces"",""/daytrader/app?action=buy""]","[0.04434353601783852,0.01940932460064186,0,0.00307389536117142,0,0.07651336309429771,0,0,0,0.07501929647969016,0.006409590914630568,0.016353484425145455,0.06016890626198976,0.019567307475298248,0.016448274149939286,0,0,0.3074572430634233,0,0.03358264535552917,0.0030603539719151586,0.0000045137964187539205,0,0.13853292588797658,0.006585628974961971,0.1021291577707262,0.052522535128620616,0.018818017269785096]","[""/daytrader/quote\_facesac"",""/daytrader/app?action=accountio"",""/daytrader/app?action=portfoliombols=s%3A786"",""/daytrader/account\_fac"",""/daytrader/app?action=portfoliombols=s%3A394"",""/daytrader/welcome\_faceses"",""/daytrader/app?action=buy"",""/daytrader/app?action=update_profile"",""/daytrader/app?action=portfoliombols=s%3A335"",""/daytrader/welcome\_facesgout"",""/daytrader/account\_faces"",""/daytrader/app?action=sell"",""/daytrader/app?action=portfolio"",""/daytrader/welcome\_faces"",""/daytrader/quote\_faces"",""/daytrader/portfolio\_f"",""/daytrader/quote\_facesaces"",""/daytrader/app?action=account"",""/daytrader/app?action=portfoliombols=s%3A310"",""/daytrader/register\_jsp"",""/daytrader/app?action=acco"",""/daytrader/app?action=accountsymbols=s%3A841"",""/daytrader/app?action=homeunt"",""/daytrader/app?action=logo"",""/daytrader/app?action=portfol"",""/daytrader/app"",""/daytrader/portfolio\_faces"",""/daytrader/app?action=quot"",""/daytrader/tradehome\_f"",""/daytrader/app?action=logoutt"",""/daytrader/app?action=portfoliombols=s%3A749"",""/daytrader/app?action=portfoliombols=s%3A888"",""/daytrader/portfolio\_fac"",""/daytrader/register\_jspogout"",""/daytrader/app?action=home"",""/daytrader/quote\_faceses"",""/daytrader/app?action=portfoliombols=s%3A69"",""/daytrader/app?action=logout"",""/daytrader/app?action=register"",""/daytrader/app?action=homefolio"",""/daytrader/register\_faces"",""/daytrader/tradehome\_faces"",""/daytrader/app?action=portfoliombols=s%3A386"",""/daytrader/appt/quotes"",""/daytrader/app?action=portfoliol=s%3A570"",""/daytrader/tradehome\_fac"",""/daytrader/app?action=update_"",""/daytrader/app?action=homete_profile"",""/daytrader/app?action=portfoliombols=s%3A153"",""/daytrader/app?action=accountsymbols=s%3A200"",""/daytrader/app?action=homees"",""/daytrader/app?action=logoutlio"",""/daytrader/app?action=port"",""/daytrader/app?action=quotes"",""/daytrader/account\_faceses"",""/daytrader/rest/quotes"",""/daytrader/app?action=portfoliombols=s%3A450""]","[0,0,0,0,0,0,0.0179452247850801,0.00695260017851271,0,0,0.05472823789167099,0,0.07154601399915445,0.03401136844083244,0.3231080001879082,0,0,0.042373279466340966,0,0.0033353690045567724,0,0,0,0,0,0.0163949828533847,0.08141118992812517,0,0,0,0,0,0,0,0.060647343449053426,0,0,0.020012214027340634,0.0032883919763235787,0,0.007328416404378262,0.10734250951284825,0,0,0,0,0,0,0,0,0,0,0,0.13148870202470994,0,0.018086155869779682,0]",-79.7101634045094,1500,1750,3750,2000,45,"0","2",true,"-Xgcpolicy:optthruput",8,8192,"1500","1750","3750","2000","45","0","2",true,"-Xgcpolicy:optthruput",8,8192,false,"1500","1750","3750","2000","45","0","2",true,"-Xgcpolicy:optthruput",8,8192
"ObjectId(""5f7bfab52ac576c39671fb0f"")","Long",-1871573542,372985524,,"daytrader-service",4.462519872518228,2402287616,385.61538461538447,0.5161999456324643,null,0,-24.974386210508015,"3250","2000","1000","3500","40","1","1",true,"-Xgcpolicy:optthruput",16,8192,"daytrader-servicesmarttuning",8.15690345920316,1844826112,320.74102564102554,0.6222793855380855,null,0,-26.764240261324517,"[""/daytrader/app?action=portfol"",""/daytrader/app?action=quot"",""/daytrader/app?action=register"",""/daytrader/portfolio\_faces"",""/daytrader/app?action=home"",""/daytrader/app?action=homesymbol=s%3A422"",""/daytrader/quote\_facesaces"",""/daytrader/tradehome\_fac"",""/daytrader/quote\_faces"",""/daytrader/account\_fac"",""/daytrader/account\_faces"",""/daytrader/app?action=logout"",""/daytrader/app?action=portfolioingID=87440"",""/daytrader/app?action=portfoliombols=s%3A288"",""/daytrader/app?action=quotes"",""/daytrader/app?action=update_"",""/daytrader/register\_faces"",""/daytrader/rest/quotes"",""/daytrader/app?action=buy"",""/daytrader/account\_faceses"",""/daytrader/app"",""/daytrader/app?action=homesymbol=s%3A710"",""/daytrader/app?action=portfolio"",""/daytrader/app?action=portfoliol=s%3A708"",""/daytrader/app?action=portfoliol=s%3A917"",""/daytrader/welcome\_fac"",""/daytrader/app?action=account"",""/daytrader/app?action=logouter"",""/daytrader/app?action=portfoliombols=s%3A911"",""/daytrader/app?action=sell"",""/daytrader/portfolio\_fac"",""/daytrader/tradehome\_faces"",""/daytrader/welcome\_faces"",""/daytrader/app?action=homees"",""/daytrader/app?action=update_profile"",""/daytrader/register\_jsp"",""/daytrader"",""/daytrader/"",""/daytrader/app?action=homesymbol=s%3A399""]","[0,0,0.0034177804375290924,0.07570317175344107,0.06100804574772261,0,0,0,0.30025267637475905,0,0.05169891615133986,0.020367045681228813,0,0,0.14181794002260795,0,0.006702573309395573,0.016982512135115372,0.01943613272159054,0,0.017049005917946676,0,0.07679366979187448,0,0,0,0.04485005651971542,0,0,0.019176806968548447,0,0.10105060176873466,0.03374559478688744,0,0.00652968947403418,0.0034177804375290924,0,0,0]","[""/daytrader/app?action=accountsymbols=s%3A131"",""/daytrader/app?action=accountsymbols=s%3A834"",""/daytrader/app?action=portfoliombols=s%3A796"",""/daytrader/app?action=accountsymbols=s%3A993"",""/daytrader/app?action=homesymbol=s%3A892"",""/daytrader/app?action=register"",""/daytrader/app?action=sell"",""/daytrader/app?action=homesymbol=s%3A343"",""/daytrader/app?action=logo"",""/daytrader/app?action=portfoliombols=s%3A325"",""/daytrader/app?action=portfoliombols=s%3A683"",""/daytrader/app?action=portfoliol=s%3A438"",""/daytrader/app?action=update_profile"",""/daytrader/quote\_faceses"",""/daytrader/register\_faces"",""/daytrader/app?action=accountbol=s%3A590"",""/daytrader/app?action=accountsymbols=s%3A287"",""/daytrader/app?action=accountsymbols=s%3A298"",""/daytrader/app?action=home"",""/daytrader/portfolio\_f"",""/daytrader/app?action=accountsymbols=s%3A636"",""/daytrader/quote\_facesaces"",""/daytrader/account\_fac"",""/daytrader/app?action=portfolio"",""/daytrader/app?action=accountsymbols=s%3A301"",""/daytrader/account\_faces"",""/daytrader/app?action=logoutlio"",""/daytrader/app?action=portfoliombols=s%3A570"",""/daytrader/app?action=portfoliombols=s%3A268"",""/daytrader/app?action=portfoliombols=s%3A962"",""/daytrader/app?action=update_"",""/daytrader/tradehome\_faces"",""/daytrader/app?action=accountsymbols=s%3A839"",""/daytrader/app?action=accountsymbols=s%3A850"",""/daytrader/app?action=portfoliol=s%3A349"",""/daytrader/app"",""/daytrader/welcome\_facesgout"",""/daytrader/app?action=homefolio"",""/daytrader/app?action=portfoliombols=s%3A309"",""/daytrader/app?action=homeunt"",""/daytrader/tradehome\_face"",""/daytrader/app?action=homesymbol=s%3A900"",""/daytrader/register\_jsp"",""/daytrader/rest/quotes"",""/daytrader/app?action=accountsymbols=s%3A996"",""/daytrader/app?action=logoutt"",""/daytrader/app?action=portfoliombols=s%3A976"",""/daytrader/portfolio\_fac"",""/daytrader/app?action=homete_profile"",""/daytrader/app?action=logouter"",""/daytrader/app?action=logoutmbol=s%3A882"",""/daytrader/app?action=portfoliombols=s%3A8"",""/daytrader/app?action=quot"",""/daytrader/portfolio\_faces"",""/daytrader/app?action=portfol"",""/daytrader/app?action=accountbol=s%3A650"",""/daytrader/welcome\_faces"",""/daytrader/app?action=portfoliombols=s%3A672"",""/daytrader/app?action=portfoliombols=s%3A782"",""/daytrader/app?action=r"",""/daytrader/tradehome\_f"",""/daytrader/app?action=portfoliombols=s%3A276"",""/daytrader/app?action=portfoliombols=s%3A547"",""/daytrader/appdehome\_faces"",""/daytrader/rest/quoteslogout"",""/daytrader/app?action=portfoliombols=s%3A285"",""/daytrader/welcome\_faceses"",""/daytrader/app?action=accountsymbols=s%3A924"",""/daytrader/app?action=homees"",""/daytrader/app?action=portfoliombols=s%3A635"",""/daytrader/welcome\_fac"",""/daytrader/app?action=accountbol=s%3A876"",""/daytrader/app?action=portfoliombols=s%3A805"",""/daytrader/tradehome\_fac"",""/daytrader/app?action=accountsymbols=s%3A527"",""/daytrader/register\_jspogout"",""/daytrader/app?action=homesymbol=s%3A430"",""/daytrader/app?action=portfoliombols=s%3A879"",""/daytrader/app?action=accountio"",""/daytrader/app?action=accountsymbols=s%3A10"",""/daytrader/app?action=accountsymbols=s%3A995"",""/daytrader/app?action=portfoliol=s%3A30"",""/daytrader/app?action=portfoliombols=s%3A129"",""/daytrader/register\_facess"",""/daytrader/app?action=accountsymbols=s%3A470"",""/daytrader/app?action=homesymbol=s%3A642"",""/daytrader/rest/quoteses"",""/daytrader/app?action=accountbol=s%3A729"",""/daytrader/app?action=portfoliol=s%3A951"",""/daytrader/app?action=buy"",""/daytrader/app?action=logout"",""/daytrader/app?action=homesymbol=s%3A355"",""/daytrader/app?action=portfoliombols=s%3A465"",""/daytrader/account\_faceses"",""/daytrader/app?action=acco"",""/daytrader/app?action=account"",""/daytrader/app?action=port"",""/daytrader/app?action=portfolioingID=90726"",""/daytrader/app?action=quotes"",""/daytrader/app?action=accountsymbols=s%3A483"",""/daytrader/app?action=accountsymbols=s%3A981"",""/daytrader/app?action=portfolioofile"",""/daytrader/quote\_faces"",""/daytrader/app?action=accountsymbols=s%3A661"",""/daytrader/app?action=homesymbol=s%3A260"",""/daytrader/app?action=portfoliombols=s%3A313"",""/daytrader/quote\_faceshome"",""/daytrader/app?action=portfoliombols=s%3A486"",""/daytrader/app?action=portfoliombols=s%3A712"",""/daytrader/rest/quotesaces""]","[0,0,0,0,0,0.0033096435338039326,0.018970493008977612,0,0,0,0,0,0.006459400906554534,0,0.006275531821343205,0,0,0,0.06019713963657877,0,0,0,0,0.07473878598437914,0,0.05210689988728026,0,0,0,0,0,0.10006475389522662,0,0,0,0.01697191599581099,0,0,0,0,0,0,0.0033176378418565983,0.017595472023918975,0,0,0,0,0,0,0,0,0,0.07708111824381042,0,0,0.03371199705809465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01920232794250494,0.020361502610141583,0,0,0,0,0.04519981772977641,0,0,0.13937276659018782,0,0,0,0.3050627952897537,0,0,0,0,0,0,0]",-26.764240261324517,"3250","2000","1000","3500","40","1","1",true,"-Xgcpolicy:optthruput",16,8192,"3250","2000","1000","3500","40","1","1",true,"-Xgcpolicy:optthruput",16,8192,"best","1500","1750","3750","2000","45","0","2",true,"-Xgcpolicy:optthruput",8,8192
