"_id","timestamp._bsontype","timestamp.low_","timestamp.high_","last_config","production_metric.name","production_metric.cpu","production_metric.memory","production_metric.throughput","production_metric.process_time","production_metric.in_out","production_metric.errors","production_metric.objective","config_to_eval.daytrader-config-app.CONMGR1_MAX_POOL_SIZE","config_to_eval.daytrader-config-app.CONMGR3_MAX_POOL_SIZE","config_to_eval.daytrader-config-app.CONMGR4_MAX_POOL_SIZE","config_to_eval.daytrader-config-app.HTTP_MAX_KEEP_ALIVE_REQUESTS","config_to_eval.daytrader-config-app.HTTP_PERSIST_TIMEOUT","config_to_eval.daytrader-config-app.ORDER_PROCESSING_MODE","config_to_eval.daytrader-config-app.RUNTIME_MODE","config_to_eval.daytrader-config-jvm.-Xtune:virtualized","config_to_eval.daytrader-config-jvm.gc","config_to_eval.daytrader-service.cpu","config_to_eval.daytrader-service.memory","training_metric.name","training_metric.cpu","training_metric.memory","training_metric.throughput","training_metric.process_time","training_metric.in_out","training_metric.errors","training_metric.objective","production_workload.path","production_workload.value","training_workload.path","training_workload.value","best_loss","best_config.daytrader-config-app.CONMGR1_MAX_POOL_SIZE","best_config.daytrader-config-app.CONMGR3_MAX_POOL_SIZE","best_config.daytrader-config-app.CONMGR4_MAX_POOL_SIZE","best_config.daytrader-config-app.HTTP_MAX_KEEP_ALIVE_REQUESTS","best_config.daytrader-config-app.HTTP_PERSIST_TIMEOUT","best_config.daytrader-config-app.ORDER_PROCESSING_MODE","best_config.daytrader-config-app.RUNTIME_MODE","best_config.daytrader-config-jvm.-Xtune:virtualized","best_config.daytrader-config-jvm.gc","best_config.daytrader-service.cpu","best_config.daytrader-service.memory","update_production","tuned","last_config.daytrader-config-app.CONMGR1_MAX_POOL_SIZE","last_config.daytrader-config-app.CONMGR3_MAX_POOL_SIZE","last_config.daytrader-config-app.CONMGR4_MAX_POOL_SIZE","last_config.daytrader-config-app.HTTP_MAX_KEEP_ALIVE_REQUESTS","last_config.daytrader-config-app.HTTP_PERSIST_TIMEOUT","last_config.daytrader-config-app.ORDER_PROCESSING_MODE","last_config.daytrader-config-app.RUNTIME_MODE","last_config.daytrader-config-jvm.-Xtune:virtualized","last_config.daytrader-config-jvm.gc","last_config.daytrader-service.cpu","last_config.daytrader-service.memory","update_production.daytrader-config-app.CONMGR1_MAX_POOL_SIZE","update_production.daytrader-config-app.CONMGR3_MAX_POOL_SIZE","update_production.daytrader-config-app.CONMGR4_MAX_POOL_SIZE","update_production.daytrader-config-app.HTTP_MAX_KEEP_ALIVE_REQUESTS","update_production.daytrader-config-app.HTTP_PERSIST_TIMEOUT","update_production.daytrader-config-app.ORDER_PROCESSING_MODE","update_production.daytrader-config-app.RUNTIME_MODE","update_production.daytrader-config-jvm.-Xtune:virtualized","update_production.daytrader-config-jvm.gc","update_production.daytrader-service.cpu","update_production.daytrader-service.memory"
"ObjectId(""5f7528d05be223cae83291dd"")","Long",285979332,372881461,"{}","daytrader-service",2.0295062200983325,1153429504,375.94526813333334,0.25548787071384943,null,0.0007418935465171968,-50.731340676843985,"1500","1750","3750","2000","45","0","2",true,"-Xgcpolicy:optthruput",8,8192,"daytrader-servicesmarttuning",4.4422149239749,2575486976,789.3733333333333,0.13064916908153446,null,0.0003883429574848883,-47.71211610913631,"[""/daytrader/account\_faceses"",""/daytrader/app?action=update_profile"",""/daytrader/register\_face"",""/daytrader"",""/daytrader/app?action=portfoliombols=s%3A789"",""/daytrader/quote\_faceses"",""/daytrader/tradehome\_fac"",""/daytrader/welcome\_fac"",""/daytrader/app?action=home"",""/daytrader/app?action=homees"",""/daytrader/app?action=logout"",""/daytrader/app?action=update_"",""/daytrader/portfolio\_fac"",""/daytrader/tradehome\_faces"",""/daytrader/welcome\_faces"",""/daytrader/"",""/daytrader/app?action=accountsymbols=s%3A999"",""/daytrader/app?action=portfol"",""/daytrader/quote\_faces"",""/daytrader/welcome\_faceses"",""/daytrader/app?action=accountsymbols=s%3A22"",""/daytrader/app?action=quot"",""/daytrader/portfolio\_faces"",""/daytrader/app?action=sell"",""/daytrader/rest/quoteses"",""/daytrader/welcome\_facesgout"",""/daytrader/app?action=homefolio"",""/daytrader/app?action=portfolio"",""/daytrader/app?action=register"",""/daytrader/app?action=port"",""/daytrader/app?action=quotes"",""/daytrader/rest/quotes"",""/daytrader/account\_faces"",""/daytrader/app"",""/daytrader/app?action=buy"",""/daytrader/app?action=account"",""/daytrader/app?action=accountsymbols=s%3A860"",""/daytrader/app?action=portfoliombols=s%3A595"",""/daytrader/app?action=portfoliombols=s%3A296"",""/daytrader/register\_faces"",""/daytrader/register\_jsp""]","[0,0.005227376652943957,0,0.0005315976257231142,0,0.0009745956471590428,0.0004134648200068666,0.0016243260785984046,0.045392530596468146,0.000029533201429061903,0.01444173549881127,0,0.0001476660071453095,0.0696097557682989,0.32835013348831027,0.0005315976257231142,0,0,0.203575959910434,0.0008269296400137332,0,0.000031730353482578396,0.05041317483940867,0.00481391183293709,0,0,0,0.054163891420899536,0.002362656114324952,0,0.10197814453455074,0.012020012981628194,0.03611910534774271,0.012669743413067557,0.01349667305308129,0.03372691603198869,0,0,0,0.004134648200068666,0.002392189315754014]","[""/daytrader/"",""/daytrader/app?action=accountbol=s%3A400"",""/daytrader/app?action=home"",""/daytrader/app?action=register"",""/daytrader/app?action=update_profile"",""/daytrader/portfolio\_faces"",""/daytrader/register\_faces"",""/daytrader/welcome\_faces"",""/daytrader/welcome\_faceses"",""/daytrader/app?action=logout"",""/daytrader/portfolio\_fac"",""/daytrader/quote\_faces"",""/daytrader/quote\_faceses"",""/daytrader"",""/daytrader/account\_faces"",""/daytrader/app"",""/daytrader/app?action=buy"",""/daytrader/app?action=portfolio"",""/daytrader/app?action=sell"",""/daytrader/rest/quotes"",""/daytrader/welcome\_fac"",""/daytrader/app?action=account"",""/daytrader/app?action=quotes"",""/daytrader/register\_jsp"",""/daytrader/tradehome\_faces""]","[0.00023638266977341028,0,0.04801945091682707,0.002735285178806605,0.005183534258602639,0.056630533887144154,0.005352379022726505,0.2793705467193462,0,0.015483064870158372,0,0.22488434133657512,0.00001688447641238645,0.00025326714618579676,0.04008374700300543,0.012308783304629723,0.015010299530611552,0.057711140377536885,0.006399216560294464,0.011954209299969607,0.00001688447641238645,0.03383649073042245,0.10546043967176577,0.0027690541316313776,0.07628406443116198]",-47.71211610913631,1500,1750,3750,2000,45,"0","2",true,"-Xgcpolicy:optthruput",8,8192,"{}",false,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5f752a025be223cae83291de"")","Long",1648389969,372881532,"{}","daytrader-service",1.5768222347059724,1777508352,186.12,0.4157647763683559,null,0.0010019322980032923,-16.35703593472102,"4000","2500","2250","250","35","1","0",true,"-Xgcpolicy:optavgpause",8,1024,"daytrader-servicesmarttuning",2.117497423761503,683646976,27.319999999999997,1.6454061440379204,null,0.0038891589693728734,-6.18556283060638,"[""/daytrader/app?action=homeunt"",""/daytrader/app?action=account"",""/daytrader/app?action=homefolio"",""/daytrader/app?action=homete_profile"",""/daytrader/app?action=portfoliombols=s%3A55"",""/daytrader/register\_faces"",""/daytrader/rest/quoteses"",""/daytrader/app?action=accountsymbols=s%3A555"",""/daytrader/app?action=logout"",""/daytrader/app?action=portfolio"",""/daytrader/app?action=accountsymbols=s%3A452"",""/daytrader/app?action=home"",""/daytrader/app?action=portfoliombols=s%3A811"",""/daytrader/welcome\_fac"",""/daytrader/"",""/daytrader/app?action=logoutlio"",""/daytrader/register\_jsp"",""/daytrader/app?action=accountsymbols=s%3A22"",""/daytrader/rest/quotesaces"",""/daytrader/welcome\_facesgout"",""/daytrader/app?action=update_"",""/daytrader/app?action=portfoliombols=s%3A595"",""/daytrader/app?action=portfoliombols=s%3A794"",""/daytrader/app?action=r"",""/daytrader/app?action=accountsymbols=s%3A170"",""/daytrader/quote\_faceses"",""/daytrader/app?action=portfoliombols=s%3A225"",""/daytrader/app?action=portfoliombols=s%3A528"",""/daytrader/app?action=portfoliombols=s%3A668"",""/daytrader/quote\_faces"",""/daytrader"",""/daytrader/app?action=acco"",""/daytrader/app?action=accountsymbols=s%3A230"",""/daytrader/app?action=homees"",""/daytrader/tradehome\_fac"",""/daytrader/account\_faceses"",""/daytrader/app?action=accountsymbols=s%3A361"",""/daytrader/app?action=buy"",""/daytrader/appt/quotes"",""/daytrader/app?action=portfol"",""/daytrader/app?action=portfoliombols=s%3A789"",""/daytrader/welcome\_faces"",""/daytrader/app?action=accountbol=s%3A536"",""/daytrader/app?action=portfoliombols=s%3A296"",""/daytrader/rest/quotes"",""/daytrader/welcome\_faceses"",""/daytrader/app?action=port"",""/daytrader/app?action=portfoliombols=s%3A949"",""/daytrader/tradehome\_faces"",""/daytrader/account\_faces"",""/daytrader/app?action=portfoliombols=s%3A148"",""/daytrader/app?action=register"",""/daytrader/app?action=quotes"",""/daytrader/appcome\_faces"",""/daytrader/portfolio\_fac"",""/daytrader/register\_face"",""/daytrader/app"",""/daytrader/app?action=accountsymbols=s%3A56"",""/daytrader/app?action=homesymbol=s%3A813"",""/daytrader/app?action=accountio"",""/daytrader/app?action=portfoliombols=s%3A367"",""/daytrader/app?action=sell"",""/daytrader/app?action=update_profile"",""/daytrader/portfolio\_faces"",""/daytrader/app?action=accountsymbols=s%3A860"",""/daytrader/app?action=accountsymbols=s%3A999"",""/daytrader/app?action=quot""]","[0,0.02912760323480999,0,0,0,0.004580261933729336,0,0,0.014313318542904171,0.047090818006154736,0,0.03993415873470265,0,0.00007156659271452087,0.0007872325198597296,0,0.003077363486724397,0,0,0,0,0,0,0,0,0.00014313318542904174,0,0,0,0.23638445573606243,0.001001932298003292,0,0,0,0,0,0,0.011665354612466901,0,0,0,0.30852358119229945,0,0,0.012810420095899236,0,0,0,0.07772131968796966,0.03886065984398483,0,0.003005796894009877,0.08988764044943821,0,0,0,0.01073498890717813,0,0,0,0,0.005224361268160023,0.005081228082730981,0.05997280469476848,0,0,0]","[""/daytrader/account\_faces"",""/daytrader/app?action=portfolio"",""/daytrader/app?action=sell"",""/daytrader/portfolio\_faces"",""/daytrader/tradehome\_fac"",""/daytrader/"",""/daytrader/app?action=buy"",""/daytrader/app?action=home"",""/daytrader/app?action=update_profile"",""/daytrader/quote\_faces"",""/daytrader/register\_face"",""/daytrader/register\_faces"",""/daytrader/app?action=account"",""/daytrader/quote\_faceses"",""/daytrader/rest/quotes"",""/daytrader/tradehome\_faces"",""/daytrader/welcome\_fac"",""/daytrader/app"",""/daytrader/app?action=logout"",""/daytrader/app?action=quotes"",""/daytrader/app?action=register"",""/daytrader/portfolio\_fac"",""/daytrader/register\_jsp"",""/daytrader/welcome\_faces"",""/daytrader""]","[0.03694701020904229,0.04278074866310161,0.0038891589693728734,0.058337384540593104,0,0.0009722897423432184,0.015556635877491494,0.03791929995138552,0.002430724355858046,0.20175012153621785,0,0.0038891589693728734,0.02965483714146816,0,0.010695187165775402,0.06611570247933884,0,0.011667476908118622,0.013125911521633449,0.10403500243072436,0.0019445794846864367,0,0.0019445794846864367,0.3534273213417599,0.0029168692270296554]",-47.71211610913631,1500,1750,3750,2000,45,"0","2",true,"-Xgcpolicy:optthruput",8,8192,"{}",false,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5f752b325be223cae83291df"")","Long",70385654,372881603,,"daytrader-service",1.8535438490291611,2113454080,357.8111111111111,0.28393172893704116,null,0.0006206746733699532,-26.448588914947074,"3250","2000","1000","3500","40","1","1",true,"-Xgcpolicy:optthruput",16,8192,"daytrader-servicesmarttuning",8.66498911903473,2700861440,1120.7333333333333,0.08793127098614685,null,0.0003092256276685577,-64.19941587223231,"[""/daytrader/app?action=accountsymbols=s%3A56"",""/daytrader/register\_faces"",""/daytrader/rest/quotesaces"",""/daytrader/register\_jspogout"",""/daytrader"",""/daytrader/app?action=portfoliombols=s%3A557"",""/daytrader/app?action=portfoliombols=s%3A854"",""/daytrader/appcome\_faces"",""/daytrader/quote\_faceses"",""/daytrader/app?action=accountsymbols=s%3A294"",""/daytrader/app?action=quotes"",""/daytrader/portfolio\_faces"",""/daytrader/app?action=logout"",""/daytrader/app?action=accountsymbols=s%3A929"",""/daytrader/app?action=ho"",""/daytrader/app?action=homesymbol=s%3A802"",""/daytrader/app?action=portfoliombols=s%3A296"",""/daytrader/app?action=update_"",""/daytrader/app?action=accountsymbols=s%3A170"",""/daytrader/app?action=accountsymbols=s%3A230"",""/daytrader/app?action=accountsymbols=s%3A324"",""/daytrader/app?action=portfol"",""/daytrader/app?action=portfoliombols=s%3A453"",""/daytrader/app?action=accountsymbols=s%3A657"",""/daytrader/tradehome\_fac"",""/daytrader/app?action=quot"",""/daytrader/app?action=r"",""/daytrader/app?action=portfoliombols=s%3A457"",""/daytrader/appdehome\_faces"",""/daytrader/welcome\_faces"",""/daytrader/app?action=accountsymbols=s%3A22"",""/daytrader/app?action=accountsymbols=s%3A312"",""/daytrader/app?action=homees"",""/daytrader/app?action=accountio"",""/daytrader/app?action=accountsymbols=s%3A452"",""/daytrader/account\_faces"",""/daytrader/app?action=accountsymbols=s%3A860"",""/daytrader/app?action=homefolio"",""/daytrader/app?action=portfolioingID=172598"",""/daytrader/app?action=portfoliombols=s%3A148"",""/daytrader/app?action=portfoliombols=s%3A41"",""/daytrader/app?action=accountsymbols=s%3A915"",""/daytrader/app?action=homesymbol=s%3A98"",""/daytrader/app?action=homete_profile"",""/daytrader/account\_faceses"",""/daytrader/app"",""/daytrader/app?action=portfoliombols=s%3A811"",""/daytrader/app?action=home"",""/daytrader/register\_face"",""/daytrader/rest/quoteses"",""/daytrader/app?action=portfoliombols=s%3A763"",""/daytrader/app?action=portfoliombols=s%3A794"",""/daytrader/app?action=account"",""/daytrader/app?action=homeunt"",""/daytrader/app?action=portfoliombols=s%3A37"",""/daytrader/app?action=accountsymbols=s%3A453"",""/daytrader/app?action=portfoliombols=s%3A528"",""/daytrader/app?action=portfoliombols=s%3A618"",""/daytrader/app?action=portfoliombols=s%3A225"",""/daytrader/portfolio\_fac"",""/daytrader/rest/quotes"",""/daytrader/app?action=accountsymbols=s%3A555"",""/daytrader/app?action=homesymbol=s%3A398"",""/daytrader/app?action=port"",""/daytrader/app?action=register"",""/daytrader/app?action=sell"",""/daytrader/app?action=portfoliol=s%3A820"",""/daytrader/app?action=portfoliombols=s%3A789"",""/daytrader/app?action=portfoliombols=s%3A921"",""/daytrader/tradehome\_faces"",""/daytrader/app?action=accountsymbols=s%3A584"",""/daytrader/app?action=accountsymbols=s%3A740"",""/daytrader/tradehome\_face"",""/daytrader/appt/quotes"",""/daytrader/quote\_faces"",""/daytrader/register\_jsp"",""/daytrader/app?action=logoutmbol=s%3A20"",""/daytrader/app?action=portfoliol=s%3A95"",""/daytrader/app?action=portfoliombols=s%3A367"",""/daytrader/app?action=logo"",""/daytrader/app?action=logouter"",""/daytrader/app?action=portfoliombols=s%3A55"",""/daytrader/app?action=portfoliombols=s%3A595"",""/daytrader/app?action=portfoliombols=s%3A949"",""/daytrader/welcome\_faceses"",""/daytrader/app?action=homesymbol=s%3A813"",""/daytrader/app?action=portfoliombols=s%3A175"",""/daytrader/app?action=portfoliombols=s%3A255"",""/daytrader/app?action=accountsymbols=s%3A686"",""/daytrader/welcome\_facesgout"",""/daytrader/app?action=lo"",""/daytrader/app?action=portfoliombols=s%3A668"",""/daytrader/app?action=accountsymbols=s%3A361"",""/daytrader/app?action=homesymbol=s%3A100"",""/daytrader/app?action=portfolio"",""/daytrader/quote\_facesaces"",""/daytrader/app?action=accountsymbols=s%3A664"",""/daytrader/app?action=update_profile"",""/daytrader/app?action=accountbol=s%3A536"",""/daytrader/app?action=accountsymbols=s%3A688"",""/daytrader/app?action=buy"",""/daytrader/app?action=acco"",""/daytrader/app?action=logoutt"",""/daytrader/app?action=portfoliol=s%3A532"",""/daytrader/welcome\_fac"",""/daytrader/app?action=accountsymbols=s%3A705"",""/daytrader/app?action=accountsymbols=s%3A999"",""/daytrader/app?action=portfoliombols=s%3A112"",""/daytrader/"",""/daytrader/app?action=logoutlio""]","[0,0.0044067901809266685,0,0,0.0005586072060329579,0,0,0.00003103373366849766,0.002575799894485306,0,0.10532849207088107,0.0503987834776402,0.015672035502591317,0,0,0,0,0.00006206746733699532,0,0,0,0.00012413493467399063,0,0,0.0006206746733699532,0.00009310120100549297,0.00003103373366849766,0,0.00003103373366849766,0.3225335940166962,0,0,0.00006206746733699532,0,0,0.03416814076901593,0,0.00012413493467399063,0,0,0,0,0,0,0,0.01138938025633864,0,0.04586785836203955,0,0.00003103373366849766,0,0,0.034261241970021415,0.00006206746733699532,0,0,0,0,0,0.0008689445427179345,0.012785898271421035,0,0,0.0001551686683424883,0.0027620022964962923,0.003661980572882724,0,0,0,0.06439499736213265,0,0,0,0.00018620240201098595,0.19694007386028614,0.002668901095490799,0,0,0,0.00009310120100549297,0.00003103373366849766,0,0,0,0.00344474443720324,0,0,0,0,0,0,0,0,0,0.057629643422400165,0.00003103373366849766,0,0.004965397386959626,0,0,0.01300313440710052,0.00009310120100549297,0.00006206746733699532,0,0.007230859944759955,0,0,0,0.0005275734723644602,0.00003103373366849766]","[""/daytrader/app?action=portfolio"",""/daytrader/register\_faces"",""/daytrader/tradehome\_faces"",""/daytrader"",""/daytrader/account\_fac"",""/daytrader/quote\_faces"",""/daytrader/rest/quotes"",""/daytrader/tradehome\_fac"",""/daytrader/portfolio\_faces"",""/daytrader/quote\_faceses"",""/daytrader/register\_jsp"",""/daytrader/account\_faces"",""/daytrader/app?action=homees"",""/daytrader/app?action=logout"",""/daytrader/app?action=update_profile"",""/daytrader/welcome\_fac"",""/daytrader/app?action=buy"",""/daytrader/app?action=home"",""/daytrader/app?action=register"",""/daytrader/appcome\_faces"",""/daytrader/app?action=acco"",""/daytrader/app?action=sell"",""/daytrader/welcome\_faceses"",""/daytrader/app?action=quotes"",""/daytrader/portfolio\_fac"",""/daytrader/"",""/daytrader/app"",""/daytrader/app?action=account"",""/daytrader/welcome\_faces""]","[0.06120288769163069,0.004757317348747042,0.08060084918114675,0.00019029269394988166,0,0.23934063581546366,0.01370107396439148,0.000011893293371867604,0.061012594997680816,0.000023786586743735208,0.0028187105291326226,0.04135298105398366,0,0.016103519225508733,0.004971396629440658,0.000035679880115602815,0.01618677227911181,0.048322450969898074,0.0027711373556451517,0,0,0.009288662123428599,0.000011893293371867604,0.11304575349960157,0.000011893293371867604,0.00017839940057801408,0.013724860551135214,0.0359772124498995,0.23435734589265111]",-64.19941587223231,3250,2000,1000,3500,40,"1","1",true,"-Xgcpolicy:optthruput",16,8192,,"curr","3250","2000","1000","3500","40","1","1",true,"-Xgcpolicy:optthruput",16,8192,"3250","2000","1000","3500","40","1","1",true,"-Xgcpolicy:optthruput",16,8192
"ObjectId(""5f752c615be223cae83291e0"")","Long",-1652802950,372881673,,"daytrader-service",6.935019183534017,1055875072,534.1111111111113,0.1797360505021514,null,0.0006029231376951703,-77.1885606920201,"1500","250","1500","3750","30","2","1",false,"-Xgcpolicy:optavgpause",16,512,"daytrader-servicesmarttuning",4.448173571390877,319209472,0.8533333333333333,71.54627347232213,null,0.6437723021498843,-0.3960132727357591,"[""/daytrader/app?action=register"",""/daytrader/app?action=update_profile"",""/daytrader/portfolio\_faces"",""/daytrader/register\_faces"",""/daytrader/"",""/daytrader/account\_faces"",""/daytrader/app?action=logout"",""/daytrader/quote\_faces"",""/daytrader/register\_jsp"",""/daytrader/tradehome\_faces"",""/daytrader/app?action=buy"",""/daytrader/app?action=home"",""/daytrader/app?action=sell"",""/daytrader/welcome\_faces"",""/daytrader"",""/daytrader/app"",""/daytrader/app?action=account"",""/daytrader/app?action=portfolio"",""/daytrader/app?action=quotes"",""/daytrader/rest/quotes""]","[0.0033056820308114505,0.006923220856982472,0.0716439011206054,0.00750535354165367,0.00037422815443148496,0.04916942140169233,0.02068650075885153,0.28861306887877075,0.003284891577787479,0.09848437597455247,0.020062787168132385,0.06472068026362292,0.02039543441651593,0.03542693195284724,0.00037422815443148496,0.017214495103848305,0.048129898750493755,0.07973138734693026,0.14723798831576537,0.016715524231272993]","[""/daytrader"",""/daytrader/tradehome\_faces"",""/daytrader/app?action=sell"",""/daytrader/register\_jsp"",""/daytrader/welcome\_faces"",""/daytrader/register\_faces"",""/daytrader/account\_faces"",""/daytrader/portfolio\_faces"",""/daytrader/quote\_faces"",""/daytrader/app?action=buy"",""/daytrader/app?action=quotes"",""/daytrader/app?action=portfolio"",""/daytrader/rest/quotes"",""/daytrader/"",""/daytrader/app"",""/daytrader/app?action=account"",""/daytrader/app?action=home"",""/daytrader/app?action=logout""]","[0.11132115557816119,0.06679269334689672,0.04820411980672199,0.005566057778908059,0.07792480890471283,0.005566057778908059,0.027830288894540298,0.06122663556798866,0.17811384892505788,0.01669817333672418,0.1502835600305176,0.055660577789080595,0.011132115557816118,0.005566057778908059,0.022264231115632235,0.06122663556798866,0.06679269334689672,0.027830288894540298]",-64.19941587223231,3250,2000,1000,3500,40,"1","1",true,"-Xgcpolicy:optthruput",16,8192,"{}",false,"3250","2000","1000","3500","40","1","1",true,"-Xgcpolicy:optthruput",16,8192,,,,,,,,,,,
"ObjectId(""5f752d915be223cae83291e1"")","Long",1302559295,372881744,,"daytrader-service",8.559857439880947,3895693312,1099.6000000000001,0.08946268962799295,null,0.00020205285702739833,-43.85326866961189,"3000","250","4000","500","15","0","1",true,"-Xgcpolicy:optavgpause",8,8192,"daytrader-servicesmarttuning",4.310897124240316,2784718848,645.3150520549771,0.1529913074447071,null,0.0004990706959454809,-36.100714307548856,"[""/daytrader/account\_faces"",""/daytrader/app?action=portfolio"",""/daytrader/quote\_faces"",""/daytrader/portfolio\_faces"",""/daytrader/welcome\_faceses"",""/daytrader/app?action=register"",""/daytrader/welcome\_faces"",""/daytrader/welcome\_fac"",""/daytrader"",""/daytrader/app?action=portfol"",""/daytrader/app?action=update_"",""/daytrader/register\_jsp"",""/daytrader/rest/quotes"",""/daytrader/tradehome\_faces"",""/daytrader/app?action=account"",""/daytrader/app?action=accountsymbols=s%3A303"",""/daytrader/app?action=buy"",""/daytrader/quote\_faceses"",""/daytrader/register\_faces"",""/daytrader/"",""/daytrader/app?action=homees"",""/daytrader/app?action=logout"",""/daytrader/app?action=quotes"",""/daytrader/portfolio\_f"",""/daytrader/app"",""/daytrader/app?action=home"",""/daytrader/app?action=sell"",""/daytrader/app?action=update_profile""]","[0.042420997332902284,0.058514507395134564,0.24357471914652873,0.060969449608017444,0.000020205285702739834,0.0026772003556130284,0.2424129152186212,0.000010102642851369917,0.00018184757132465852,0,0,0.002626687141356179,0.013274872706700072,0.08186171502465044,0.03466216762305019,0,0.015345914491230907,0,0.005415016568334276,0.00018184757132465852,0,0.015285298634122684,0.10774468600986017,0,0.012890972278348015,0.04546189283116463,0.009062070637678816,0.005404913925482906]","[""/daytrader/app?action=portfolio"",""/daytrader/portfolio\_faces"",""/daytrader/register\_jsp"",""/daytrader/welcome\_faceses"",""/daytrader/"",""/daytrader/account\_faces"",""/daytrader/app?action=account"",""/daytrader/app?action=home"",""/daytrader/app?action=logout"",""/daytrader/app?action=sell"",""/daytrader/app?action=quotes"",""/daytrader/app?action=register"",""/daytrader/app?action=update_profile"",""/daytrader/quote\_faces"",""/daytrader/register\_faces"",""/daytrader/welcome\_faces"",""/daytrader/app"",""/daytrader/app?action=buy"",""/daytrader/rest/quotes"",""/daytrader/tradehome\_faces"",""/daytrader"",""/daytrader/welcome\_fac""]","[0.05911406346802507,0.05572382460246438,0.0025297721484133,0,0.00030976801817305717,0.0368623941625938,0.03522750740001377,0.048392648172368706,0.015867006264197705,0.0066944310594066235,0.11385695601294145,0.0024437254766985616,0.005420940318028499,0.21807668479383222,0.0054209403180285,0.27727679493357205,0.01294141942589661,0.016142355613684867,0.0122874647208646,0.0751015350726234,0.00030976801817305717,0]",-64.19941587223231,3250,2000,1000,3500,40,"1","1",true,"-Xgcpolicy:optthruput",16,8192,"{}",false,"3250","2000","1000","3500","40","1","1",true,"-Xgcpolicy:optthruput",16,8192,,,,,,,,,,,
"ObjectId(""5f752ec05be223cae83291e2"")","Long",70383644,372881815,,"daytrader-service",7.0208213506628265,3932848128,1005.6666666666666,0.09576551854513113,null,0.0003423863222186634,-39.796355609165296,"2250","3000","500","3500","20","1","0",false,"-Xgcpolicy:metronome",2,512,"daytrader-servicesmarttuning",4.997957792270402,4343013376,448.69333333333327,0.24535906299906196,null,0.0013897612676996734,-16.121422087763364,"[""/daytrader/portfolio\_faces"",""/daytrader/app?action=accountsymbols=s%3A303"",""/daytrader/app?action=home"",""/daytrader/app?action=homees"",""/daytrader/app?action=sell"",""/daytrader/portfolio\_fac"",""/daytrader/quote\_faceses"",""/daytrader/"",""/daytrader/app"",""/daytrader/app?action=update_"",""/daytrader"",""/daytrader/account\_faces"",""/daytrader/register\_faces"",""/daytrader/register\_jsp"",""/daytrader/app?action=logout"",""/daytrader/tradehome\_faces"",""/daytrader/welcome\_fac"",""/daytrader/app?action=update_profile"",""/daytrader/app?action=quotes"",""/daytrader/portfolio\_f"",""/daytrader/quote\_faces"",""/daytrader/app?action=portfolio"",""/daytrader/welcome\_faceses"",""/daytrader/app?action=register"",""/daytrader/app?action=buy"",""/daytrader/app?action=portfol"",""/daytrader/rest/quotes"",""/daytrader/welcome\_faces"",""/daytrader/app?action=account""]","[0.061198793916568184,0,0.045426933654366536,0,0.00937696734076275,0,0,0.00018776024121668636,0.012535757281231708,0,0.00019880496128825618,0.04145083442860141,0.0051799737135662305,0.002451927855888493,0.014645298814901538,0.08026198076009765,0,0.005146839553351521,0.10613975988778564,0,0.24013430379607031,0.057686572933809,0,0.0024629725759600625,0.014965595696977063,0,0.012745606962591532,0.2540396063661767,0.03376370925878884]","[""/daytrader/register\_jsp"",""/daytrader/tradehome\_faces"",""/daytrader/welcome\_faces"",""/daytrader/app?action=buy"",""/daytrader/app?action=home"",""/daytrader/app?action=quotes"",""/daytrader/app?action=update_profile"",""/daytrader/portfolio\_faces"",""/daytrader/welcome\_fac"",""/daytrader/quote\_faceses"",""/daytrader"",""/daytrader/"",""/daytrader/app?action=account"",""/daytrader/app?action=homees"",""/daytrader/app?action=logout"",""/daytrader/app?action=update_"",""/daytrader/account\_faces"",""/daytrader/app?action=portfolio"",""/daytrader/app?action=sell"",""/daytrader/tradehome\_fac"",""/daytrader/welcome\_faceses"",""/daytrader/app"",""/daytrader/app?action=register"",""/daytrader/quote\_faces"",""/daytrader/register\_faces"",""/daytrader/rest/quotes""]","[0.002552017132146019,0.07136745584664159,0.31241437636317776,0.014095443462434408,0.04477899828381795,0.09946931891806345,0.004955661175213782,0.05424520136701074,0,0,0.0009149673826492511,0.000385770031603468,0.033087198864451293,0,0.015935269767004795,0,0.037300994594273794,0.05777648088707325,0.005905248945314626,0,0,0.012314966393495325,0.002552017132146019,0.21306375591637697,0.004747938850504222,0.012136918686601416]",-64.19941587223231,3250,2000,1000,3500,40,"1","1",true,"-Xgcpolicy:optthruput",16,8192,"{}",false,"3250","2000","1000","3500","40","1","1",true,"-Xgcpolicy:optthruput",16,8192,,,,,,,,,,,
